ci95_high_overall_l1,ci95_high_overall_mae,ci95_high_p90_age_l1_major,ci95_high_p90_region_l1_major,ci95_high_runtime_sec,ci95_high_weighted_age_l1,ci95_high_weighted_region_l1,ci95_high_winner_correct,ci95_high_worst_age_l1,ci95_high_worst_age_l1_major,ci95_high_worst_group_l1_major,ci95_high_worst_region_l1,ci95_high_worst_region_l1_major,ci95_low_overall_l1,ci95_low_overall_mae,ci95_low_p90_age_l1_major,ci95_low_p90_region_l1_major,ci95_low_runtime_sec,ci95_low_weighted_age_l1,ci95_low_weighted_region_l1,ci95_low_winner_correct,ci95_low_worst_age_l1,ci95_low_worst_age_l1_major,ci95_low_worst_group_l1_major,ci95_low_worst_region_l1,ci95_low_worst_region_l1_major,config_seed,epsilon,mean_n_effective,mean_overall_l1,mean_overall_mae,mean_p90_age_l1_major,mean_p90_region_l1_major,mean_runtime_sec,mean_weighted_age_l1,mean_weighted_region_l1,mean_winner_correct,mean_worst_age_l1,mean_worst_age_l1_major,mean_worst_group_l1_major,mean_worst_region_l1,mean_worst_region_l1_major,method,n_overall_l1,n_overall_mae,n_p90_age_l1_major,n_p90_region_l1_major,n_rows,n_runtime_sec,n_skipped,n_weighted_age_l1,n_weighted_region_l1,n_winner_correct,n_worst_age_l1,n_worst_age_l1_major,n_worst_group_l1_major,n_worst_region_l1,n_worst_region_l1_major,population_n,random_seed,sample_size,sampling,scenario,std_overall_l1,std_overall_mae,std_p90_age_l1_major,std_p90_region_l1_major,std_runtime_sec,std_weighted_age_l1,std_weighted_region_l1,std_winner_correct,std_worst_age_l1,std_worst_age_l1_major,std_worst_group_l1_major,std_worst_region_l1,std_worst_region_l1_major,trials
1.1872749776939808,0.23745499553879618,1.6111111111111112,1.8208955223880596,0.000796919999856982,1.2713283428992521,1.1725130630874336,0.0,1.6111111111111112,1.6111111111111112,1.8297872340425532,1.8297872340425532,1.8297872340425532,0.6424289757373971,0.12848579514747943,1.3846153846153846,1.5555020829468924,0.0007636350001121173,0.8739999999999998,1.1121331238953984,0.0,1.3846153846153846,1.3846153846153846,1.6111111111111112,1.5833333333333333,1.5833333333333333,123,0.5,80.0,0.914851976715689,0.1829703953431378,1.4978632478632479,1.688198802667476,0.0007802774999845496,1.072664171449626,1.1423230934914161,0.0,1.4978632478632479,1.4978632478632479,1.7204491725768323,1.7065602836879432,1.7065602836879432,baseline_rr_debias,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.3852643026858793,0.07705286053717586,0.16015666411490184,0.1876615007112707,2.3536049031386376e-05,0.28095356562167517,0.04269506445031949,0.0,0.16015666411490184,0.16015666411490184,0.15462736940840574,0.17426922444136547,0.17426922444136547,2
0.5366901242422305,0.1073380248484461,0.6992673929660684,0.6258737307886184,0.0025293619999047223,0.5366901242422301,0.5366901242422303,1.0,0.6992673929660684,0.6992673929660684,0.7016258671284725,0.7016258671284725,0.7016258671284725,0.4745531101782098,0.09491062203564196,0.64313517280397,0.5575677804293314,0.0015506719998938934,0.4757774892995386,0.47455311017821056,0.0,0.64313517280397,0.64313517280397,0.64313517280397,0.6344376402469554,0.6344376402469554,123,0.5,80.0,0.5056216172102201,0.10112432344204403,0.6712012828850192,0.591720755608975,0.002040016999899308,0.5062338067708844,0.5056216172102204,0.5,0.6712012828850192,0.6712012828850192,0.6723805199662213,0.668031753687714,0.668031753687714,mrp_rr_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.043937504007352926,0.008787500801470578,0.03969147351967603,0.04829960069444353,0.0006920383356871193,0.04307173722791777,0.04393750400735222,0.7071067811865476,0.03969147351967603,0.03969147351967603,0.04135916659316522,0.04750925084382106,0.04750925084382106,2
0.6229493391645265,0.12458986783290531,0.7750664860779415,0.7160001931635865,0.0038230110001222783,0.622949339164527,0.622949339164527,0.0,0.7750664860779415,0.7750664860779415,0.8018262263009223,0.8018262263009223,0.8018262263009223,0.40122451549100807,0.08024490309820162,0.6003465798108529,0.5047222692173483,0.003401205000045593,0.4283439651635839,0.4163571042429155,0.0,0.6003465798108529,0.6003465798108529,0.6003465798108529,0.5437808542868121,0.5437808542868121,123,0.5,80.0,0.5120869273277673,0.10241738546555346,0.6877065329443972,0.6103612311904674,0.0036121080000839356,0.5256466521640555,0.5196532217037213,0.0,0.6877065329443972,0.6877065329443972,0.7010864030558877,0.6728035402938672,0.6728035402938672,hierarchical_rr_mrp_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.15678312637693648,0.03135662527538729,0.12354563052973627,0.14939605273740073,0.00029826188299939764,0.1376067796114111,0.14608277025355576,0.0,0.12354563052973627,0.12354563052973627,0.1424676243041964,0.18246563240498265,0.18246563240498265,2
0.4164825301519949,0.08329650603039898,1.668971885018097,1.544776754261956,0.0007362660001035692,0.9772187771203652,1.0114240733227253,1.0,1.668971885018097,1.668971885018097,1.6981132075471699,1.6981132075471699,1.6981132075471699,0.29298835343466334,0.05859767068693267,1.1199887665687778,1.191011235955056,0.0006871810001030099,0.7127704322366051,0.858580476787744,1.0,1.1199887665687778,1.1199887665687778,1.668971885018097,1.5238095238095237,1.5238095238095237,123,1.0,80.0,0.3547354417933291,0.07094708835866582,1.3944803257934373,1.3678939951085058,0.0007117235001032896,0.8449946046784851,0.9350022750552347,1.0,1.3944803257934373,1.3944803257934373,1.6835425462826334,1.6109613656783468,1.6109613656783468,baseline_rr_debias,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.08732356979387498,0.017464713958775,0.3881896858124513,0.2501499969447826,3.470833635493722e-05,0.18699321794086562,0.10807674357082601,0.0,0.3881896858124513,0.3881896858124513,0.020606026773051733,0.12325131675668494,0.12325131675668494,2
0.5530249224352229,0.11060498448704459,0.7162947854128155,0.637346009892078,0.07768739599987384,0.5530249224352228,0.553024922435223,0.0,0.7162947854128155,0.7162947854128155,0.7165234794439188,0.7165234794439188,0.7165234794439188,0.4468012068204247,0.08936024136408494,0.5943541017618611,0.5298448358253132,0.0016118179999011772,0.45881042953443446,0.44932986704965494,0.0,0.5943541017618611,0.5943541017618611,0.6084578851538145,0.6084578851538145,0.6084578851538145,123,1.0,80.0,0.4999130646278238,0.09998261292556476,0.6553244435873383,0.5835954228586956,0.03964960699988751,0.5059176759848286,0.5011773947424389,0.0,0.6553244435873383,0.6553244435873383,0.6624906822988667,0.6624906822988667,0.6624906822988667,mrp_rr_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.0751115096340552,0.015022301926811041,0.08622508431211345,0.07601480916812485,0.0537935570864668,0.0666197068161993,0.07332347683864984,0.0,0.08622508431211345,0.08622508431211345,0.07641391453548702,0.07641391453548702,0.07641391453548702,2
0.37747012451776624,0.07549402490355325,0.5477538496463361,0.47969964623617944,0.003165338999906453,0.39614089119451734,0.38332993221109574,1.0,0.5477538496463361,0.5477538496463361,0.5477538496463361,0.5430452634145588,0.5430452634145588,0.3564062289476591,0.07128124578953182,0.5203193068102622,0.45257573750575913,0.0031319480001457123,0.36954690384291883,0.36847760328850737,0.0,0.5203193068102622,0.5203193068102622,0.5203193068102622,0.5150161149695445,0.5150161149695445,123,1.0,80.0,0.3669381767327127,0.07338763534654254,0.5340365782282992,0.4661376918709693,0.0031486435000260826,0.38284389751871806,0.37590376774980155,0.5,0.5340365782282992,0.5340365782282992,0.5340365782282992,0.5290306891920517,0.5290306891920517,hierarchical_rr_mrp_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,sparse_minority_curve,0.014894423395828029,0.0029788846791656094,0.019399151278140698,0.0191794997955652,2.3611002361418113e-05,0.018804788795104582,0.010502182497575322,0.7071067811865476,0.019399151278140698,0.019399151278140698,0.019399151278140698,0.01981960093635403,0.01981960093635403,2
0.9744159309979886,0.1948831861995977,1.4358974358974361,1.675213675213675,0.0007575230001748423,1.0986046158998877,1.1263325678775185,0.0,1.4358974358974361,1.4358974358974361,1.675213675213675,1.675213675213675,1.675213675213675,0.571177236226514,0.1142354472453028,1.3770491803278688,1.4285714285714286,0.0006313010001122166,0.9401774475544453,1.088979729547626,0.0,1.3770491803278688,1.3770491803278688,1.5510204081632653,1.5510204081632653,1.5510204081632653,123,0.5,80.0,0.7727965836122512,0.15455931672245027,1.4064733081126524,1.5518925518925517,0.0006944120001435294,1.0193910317271664,1.1076561487125722,0.0,1.4064733081126524,1.4064733081126524,1.6131170416884701,1.6131170416884701,1.6131170416884701,baseline_rr_debias,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,privacy_noise_sparse,0.28513281550972214,0.05702656310194442,0.04161200057424005,0.17440240512781743,8.925243217921149e-05,0.11202492506124503,0.026412445279631745,0.0,0.04161200057424005,0.04161200057424005,0.08781790130905658,0.08781790130905658,0.08781790130905658,2
0.2646257405996205,0.052925148119924104,0.5707819369161011,0.584009672394457,0.07640177400003267,0.29033169193994063,0.37785468834891955,0.0,0.5707819369161011,0.5707819369161011,0.6652607109276505,0.6652607109276505,0.6652607109276505,0.25284921828788426,0.05056984365757685,0.5635926510961659,0.5675946611647645,0.0014468230001511984,0.28432458643564956,0.37733095344197576,0.0,0.5635926510961659,0.5635926510961659,0.6481563923182949,0.6481563923182949,0.6481563923182949,123,0.5,80.0,0.25873747944375236,0.05174749588875048,0.5671872940061335,0.5758021667796107,0.038924298500091936,0.2873281391877951,0.37759282089544766,0.0,0.5671872940061335,0.5671872940061335,0.6567085516229727,0.6567085516229727,0.6567085516229727,mrp_rr_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,privacy_noise_sparse,0.008327258785423387,0.0016654517570846782,0.005083592755164522,0.011607165753768871,0.05300115413552158,0.004247665037387248,0.0003703365042440634,0.0,0.005083592755164522,0.005083592755164522,0.012094579676250584,0.012094579676250584,0.012094579676250584,2
0.3180042081863542,0.06360084163727084,0.6264090719841183,0.6518782953754798,0.004117561000157366,0.3382590676898134,0.419676614507928,0.0,0.6264090719841183,0.6264090719841183,0.6518782953754798,0.6518782953754798,0.6518782953754798,0.17569875488672929,0.035139750977345854,0.4406242330027709,0.41496237804444613,0.003587088000131189,0.2136525120948164,0.3293669213433257,0.0,0.4406242330027709,0.4406242330027709,0.630175496136196,0.630175496136196,0.630175496136196,123,0.5,80.0,0.24685148153654174,0.049370296307308346,0.5335166524934446,0.533420336709963,0.0038523245001442774,0.2759557898923149,0.37452176792562686,0.0,0.5335166524934446,0.5335166524934446,0.6410268957558378,0.6410268957558378,0.6410268957558378,hierarchical_rr_mrp_poststrat,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,privacy_noise_sparse,0.10062515102799034,0.02012503020559807,0.13136971948536158,0.16752485171580542,0.0003751010555548814,0.08811014044152092,0.06385859644356669,0.0,0.13136971948536158,0.13136971948536158,0.015346196512827866,0.015346196512827866,0.015346196512827866,2
0.7502889814221114,0.15005779628442228,1.2917904174100816,1.4068734044329583,0.0007306400000288704,1.000630915324452,1.0828920270503108,1.0,1.2917904174100816,1.2917904174100816,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.414735441793329,0.0829470883586658,1.2564102564102564,1.3465514753860195,0.0006554080000569229,0.9719732258473817,0.9794673793172174,0.0,1.2564102564102564,1.2564102564102564,1.6226415094339623,1.6226415094339623,1.6226415094339623,123,1.0,80.0,0.5825122116077202,0.11650244232154404,1.2741003369101689,1.3767124399094888,0.0006930240000428967,0.9863020705859168,1.0311797031837642,0.5,1.2741003369101689,1.2741003369101689,1.6684636118598384,1.6684636118598384,1.6684636118598384,baseline_rr_debias,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1000,123,80,srs,privacy_noise_sparse,0.23727218332266098,0.047454436664532196,0.025017551762448232,0.04265404508334419,5.319705734239024e-05,0.020264046562374745,0.07313226975390028,0.7071067811865476,0.025017551762448232,0.025017551762448232,0.06480223870712283,0.06480223870712283,0.06480223870712283,2
