epsilon,n_respondents,seed,bias,demographic_imbalance,fallback_cells,cell_proportion_min,cell_proportion_max,cell_proportion_std,raw_frequencies_l1,rr_debiased_l1,poststratified_l1
0.5,250,1002,none,0.12400000000000004,0,0.072,0.228,0.05182877793487149,0.193,0.4866059170529534,0.46766362709568104
0.5,250,1003,none,0.084,0,0.112,0.2,0.03052139504602559,0.25700000000000006,0.2233236686220606,0.2445173698449406
0.5,250,1004,none,0.15199999999999997,0,0.12,0.256,0.044701478971307225,0.20900000000000007,0.1732905324691263,0.1791670923524838
0.5,250,1005,none,0.059999999999999984,0,0.112,0.204,0.03263263533472111,0.24900000000000005,0.13333195266029416,0.1698068692588353
0.5,250,1006,none,0.08799999999999997,0,0.112,0.224,0.04582090740650555,0.19300000000000006,0.2716307691676545,0.20549223852412646
0.5,250,1007,none,0.07199999999999997,0,0.108,0.224,0.040770359603788414,0.21700000000000003,0.22663491118677104,0.25239489515138963
0.5,250,1008,none,0.104,0,0.076,0.212,0.044701478971307225,0.26500000000000007,0.4133112425647104,0.45388676659161986
0.5,250,1009,none,0.112,0,0.076,0.236,0.048698619647332464,0.24900000000000005,0.23332781064117744,0.2581112753854377
0.5,250,1010,none,0.096,0,0.1,0.224,0.048037022759071527,0.24100000000000005,0.09834023669852784,0.11221913835389757
0.5,250,1011,none,0.09999999999999998,0,0.104,0.24,0.047253453724451604,0.20900000000000002,0.39661420109118706,0.29683991200018195
0.5,250,1012,none,0.03199999999999999,0,0.116,0.2,0.034615346628659116,0.26500000000000007,0.22332366862206066,0.18875904985156405
0.5,250,1013,none,0.048,0,0.084,0.208,0.04173993557999608,0.1770000000000001,0.35327396439265857,0.3750000000000001
0.5,250,1014,none,0.084,0,0.108,0.232,0.03930507459462314,0.24100000000000005,0.22332366862206063,0.24346391834494852
0.5,250,1015,none,0.10799999999999997,0,0.108,0.22,0.040770359603788414,0.21700000000000003,0.21663076916765417,0.18157094221818051
0.5,250,1016,none,0.132,0,0.108,0.216,0.03855155278613589,0.2810000000000001,0.368315384583827,0.3601641827147506
0.5,250,1017,none,0.08800000000000002,0,0.092,0.204,0.035452628800822214,0.265,0.14168047339705608,0.16419949344783624
0.5,250,1018,none,0.1,0,0.1,0.228,0.03944053188733077,0.3530000000000001,0.6366349111867713,0.6093034675257312
0.5,250,1019,none,0.16799999999999995,0,0.108,0.244,0.05550575545732973,0.1690000000000001,0.37499999999999994,0.37499999999999994
0.5,250,1020,none,0.13999999999999999,0,0.068,0.224,0.05151914423029774,0.2730000000000001,0.32331952660294383,0.4155121270006873
0.5,250,1021,none,0.06,0,0.1,0.216,0.04030991055421593,0.201,0.45161420109118705,0.4712653705290286
0.5,250,1022,none,0.07199999999999995,0,0.1,0.236,0.045470381079946484,0.26500000000000007,0.5932946744882432,0.5520263077334149
0.5,250,1023,none,0.144,0,0.088,0.264,0.05872724145478731,0.22500000000000003,0.1266390532058877,0.10989783494654046
0.5,250,1024,none,0.18000000000000005,0,0.076,0.248,0.054438548433582944,0.201,0.48660591705295336,0.44727659137286796
0.5,250,1025,none,0.06400000000000002,0,0.104,0.216,0.034692298216687165,0.2730000000000001,0.2783236686220607,0.30642937381476315
0.5,250,1026,none,0.12400000000000001,0,0.076,0.22,0.04775865250285951,0.2730000000000001,0.32331952660294383,0.4462622862767187
0.5,250,1027,none,0.072,0,0.112,0.216,0.0365634912021389,0.20900000000000007,0.1732905324691263,0.13845463741385208
0.5,250,1028,none,0.09199999999999997,0,0.088,0.236,0.0470838495546922,0.25700000000000006,0.4583071005455934,0.4499034246433511
0.5,250,1029,none,0.096,0,0.092,0.212,0.03827386691841953,0.321,0.4566514792632382,0.5133906612524923
0.5,250,1000,moderate,0.4160000000000001,0,0.108,0.228,0.04416132043114452,0.20100000000000007,0.21828639045000953,0.375
0.5,250,1001,moderate,0.35600000000000004,0,0.1,0.228,0.045352936937853194,0.1690000000000001,0.39291342502443927,0.3749999999999999
0.5,250,1002,moderate,0.4520000000000001,0,0.108,0.28,0.05868181622577437,0.24100000000000005,0.22332366862206063,0.4698359969380952
0.5,250,1003,moderate,0.42,0,0.104,0.252,0.05593647190240809,0.24100000000000005,0.32331952660294383,0.3837331582023242
0.5,250,1004,moderate,0.36400000000000005,0,0.12,0.228,0.04523518787649967,0.28900000000000003,0.7182781064117755,0.7850000000000001
0.5,250,1005,moderate,0.4000000000000001,0,0.116,0.248,0.04482063017059096,0.1610000000000001,0.3749999999999999,0.37499999999999994
0.5,250,1006,moderate,0.38400000000000006,0,0.1,0.244,0.04523518787649967,0.20100000000000007,0.21828639045000947,0.21332783050858228
0.5,250,1007,moderate,0.34800000000000003,0,0.12,0.256,0.04587906809089401,0.13600000000000007,0.4351510655944263,0.37500000000000006
0.5,250,1008,moderate,0.336,0,0.12,0.264,0.04891716354091771,0.21700000000000008,0.12829467448824297,0.2118531863469648
0.5,250,1009,moderate,0.39599999999999996,0,0.116,0.236,0.050473315281993864,0.24100000000000005,0.4583071005455934,0.6249874718028882
0.5,250,1010,moderate,0.392,0,0.1,0.28,0.06047221584239236,0.265,0.14168047339705608,0.18975795614313118
0.5,250,1011,moderate,0.32400000000000007,0,0.096,0.228,0.042121517330483506,0.2970000000000001,0.45830710054559354,0.5168631831145718
0.5,250,1012,moderate,0.32800000000000007,0,0.128,0.232,0.03430581421404962,0.22500000000000003,0.27163076916765416,0.33387665509312225
0.5,250,1013,moderate,0.324,0,0.128,0.22,0.030868898407440604,0.19200000000000006,0.5866017750338364,0.6786012344641212
0.5,250,1014,moderate,0.4480000000000001,0,0.104,0.272,0.054780369557797706,0.13700000000000007,0.3749999999999999,0.375
0.5,250,1015,moderate,0.37200000000000005,0,0.104,0.244,0.05369874817493939,0.21700000000000008,0.18163905320588805,0.4474041169208152
0.5,250,1016,moderate,0.348,0,0.1,0.244,0.04787019485604331,0.21700000000000008,0.12829467448824297,0.24022612226446183
0.5,250,1017,moderate,0.37200000000000005,0,0.112,0.28,0.05379797600488538,0.20100000000000007,0.22663491118677126,0.06032384967842083
0.5,250,1018,moderate,0.34400000000000003,0,0.128,0.26,0.04293664583494565,0.193,0.36162248512942063,0.18199959693970885
0.5,250,1019,moderate,0.36400000000000005,0,0.112,0.268,0.054340490326172886,0.21700000000000003,0.22663491118677104,0.3315973150859086
0.5,250,1020,moderate,0.48,0,0.068,0.236,0.06306257914872249,0.29700000000000004,0.32166390532058886,0.5083599523271315
0.5,250,1021,moderate,0.32000000000000006,0,0.1,0.252,0.04730985333122713,0.2810000000000001,0.6832863904500095,0.5714423937395057
0.5,250,1022,moderate,0.46,0,0.108,0.288,0.06047221584239235,0.329,0.5016473372441212,0.5172420461459959
0.5,250,1023,moderate,0.504,0,0.068,0.304,0.07616356667652117,0.20100000000000007,0.21828639045000953,0.4002579189433928
0.5,250,1024,moderate,0.45199999999999996,0,0.088,0.292,0.07033886234191988,0.28,0.7732781064117754,0.6098172872306047
0.5,250,1025,moderate,0.4160000000000001,0,0.104,0.268,0.05073679357450787,0.2810000000000001,0.2333278106411774,0.5194839778323428
0.5,250,1026,moderate,0.38000000000000006,0,0.12,0.252,0.04787019485604331,0.18500000000000005,0.4066183431103034,0.375
0.5,250,1027,moderate,0.436,0,0.108,0.304,0.06510162995057975,0.26500000000000007,0.17832781064117748,0.3972229213012296
0.5,250,1028,moderate,0.32,0,0.104,0.252,0.049026070162267295,0.2890000000000001,0.5932946744882431,0.6265114264191657
0.5,250,1029,moderate,0.4400000000000001,0,0.104,0.256,0.05136362742468859,0.29700000000000004,0.8182739643926586,0.6828227471329522
0.5,250,1000,strong,0.78,0,0.036,0.388,0.12289109903578137,0.264,0.7665852069573694,0.6892973083804663
0.5,250,1001,strong,0.716,0,0.06,0.4,0.11534682002070491,0.1610000000000001,0.37499999999999983,0.45586085601708437
0.5,250,1002,strong,0.784,0,0.044,0.372,0.11820133482983836,0.18500000000000005,0.49661005907206984,0.13909735748169252
0.5,250,1003,strong,0.7400000000000001,0,0.048,0.412,0.12215109041219765,0.23300000000000004,0.3166266271485375,0.16554607155488194
0.5,250,1004,strong,0.788,0,0.04,0.368,0.1189883280923899,0.1770000000000001,0.40661834311030387,0.6912527615751466
0.5,250,1005,strong,0.7400000000000001,0,0.052,0.384,0.11573917035971684,0.321,0.8399999999999999,1.0640384223959514
0.5,250,1006,strong,0.836,0,0.04,0.4,0.12730366146432012,0.11300000000000004,0.37499999999999994,0.37500000000000006
0.5,250,1007,strong,0.7280000000000001,0,0.032,0.372,0.11504588456592245,0.32100000000000006,0.4583071005455934,0.5613667841433121
0.5,250,1008,strong,0.7000000000000001,0,0.048,0.336,0.10498677165349082,0.31300000000000006,0.4116556212823551,0.5007804364168946
0.5,250,1009,strong,0.788,0,0.048,0.352,0.11763597333393482,0.176,0.6234492592317864,0.5620266987313485
0.5,250,1010,strong,0.7960000000000002,0,0.032,0.388,0.12403583711528249,0.2970000000000001,0.4133112425647103,0.32443134746715857
0.5,250,1011,strong,0.804,0,0.044,0.384,0.12197631828442038,0.201,0.5416059170529534,0.3355256510033304
0.5,250,1012,strong,0.8040000000000002,0,0.044,0.396,0.12284769251213291,0.25700000000000006,0.09668461541617307,0.7849034183058758
0.5,250,1013,strong,0.8200000000000002,0,0.036,0.34,0.12116471800358754,0.24000000000000005,0.6315976330147199,0.4768602356573239
0.5,250,1014,strong,0.932,0,0.036,0.44,0.1461262772019081,0.25700000000000006,0.4133112425647103,0.2492836020140801
0.5,250,1015,strong,0.8840000000000001,0,0.044,0.428,0.13770822617242426,0.25700000000000006,0.32331952660294383,0.1684293155900335
0.5,250,1016,strong,0.684,0,0.028,0.328,0.10707422140220722,0.329,0.5016473372441215,0.9446812248347011
0.5,250,1017,strong,0.7880000000000001,0,0.044,0.44,0.1376694914964419,0.4010000000000001,0.9066100590720703,0.8548870249931836
0.5,250,1018,strong,0.8119999999999999,0,0.036,0.388,0.12551051306121289,0.3050000000000001,0.36665976330147226,0.8816251137518394
0.5,250,1019,strong,0.636,0,0.048,0.356,0.10309003616041443,0.17700000000000005,0.4516142010911867,0.3749999999999999
0.5,250,1020,strong,0.772,0,0.028,0.388,0.12048051940274643,0.2250000000000001,0.1366431952250048,0.6327978108574059
0.5,250,1021,strong,0.8840000000000002,0,0.028,0.44,0.14212983110131697,0.15200000000000008,0.5152059985378541,0.5196365701960445
0.5,250,1022,strong,0.868,0,0.04,0.424,0.1361110657596296,0.2810000000000001,0.2333278106411774,0.776233885583446
0.5,250,1023,strong,0.836,0,0.044,0.404,0.12772192015816586,0.14500000000000007,0.3749999999999999,0.5990959499583364
0.5,250,1024,strong,0.796,0,0.04,0.376,0.1222601961210416,0.192,0.6945094113087409,0.5342829277571425
0.5,250,1025,strong,0.788,0,0.04,0.388,0.12349718845202734,0.28900000000000003,0.2766680473397057,0.3749999999999998
0.5,250,1026,strong,0.756,0,0.028,0.408,0.12793053670731716,0.2720000000000001,0.7282822484308927,0.6827843835674559
0.5,250,1027,strong,0.796,0,0.048,0.348,0.11649701951361482,0.12900000000000006,0.5402609314812812,0.3749999999999999
0.5,250,1028,strong,0.724,0,0.024,0.364,0.11376388804107489,0.19300000000000006,0.26328224843089265,0.20961788390316727
0.5,250,1029,strong,0.7720000000000001,0,0.032,0.38,0.12021462288571869,0.176,0.6234492592317864,0.37499999999999994
0.5,500,1000,none,0.07599999999999996,0,0.086,0.22,0.04876701982100426,0.24500000000000005,0.12083816568896943,0.13317256052783705
0.5,500,1001,none,0.04400000000000001,0,0.118,0.2,0.030695638488590242,0.2930000000000001,0.5258008875169182,0.5039869546768125
0.5,500,1002,none,0.06399999999999997,0,0.09,0.21,0.0430451958862878,0.21700000000000003,0.35161834311030377,0.33975053864618665
0.5,500,1003,none,0.09200000000000004,0,0.114,0.194,0.026449112566503164,0.25300000000000006,0.1558298816507358,0.17064566889524022
0.5,500,1004,none,0.03599999999999996,0,0.102,0.208,0.039927712459170796,0.25300000000000006,0.16583402366985267,0.15639082071296923
0.5,500,1005,none,0.08800000000000005,0,0.096,0.192,0.03319973226130329,0.1770000000000001,0.3532739643926587,0.3429903076611289
0.5,500,1006,none,0.09599999999999999,0,0.102,0.216,0.038499639247949094,0.26500000000000007,0.3683153845838272,0.345158205519034
0.5,500,1007,none,0.06799999999999999,0,0.082,0.214,0.045441048501205256,0.26500000000000007,0.35831124256471036,0.3507870175039218
0.5,500,1008,none,0.09199999999999997,0,0.12,0.204,0.032386554137309655,0.30100000000000005,0.3441618343110305,0.34804460806799736
0.5,500,1009,none,0.10000000000000003,0,0.118,0.194,0.025051058970741252,0.22500000000000003,0.1266390532058877,0.16796010406408127
0.5,500,1010,none,0.051999999999999894,0,0.102,0.21,0.042998707990925596,0.16900000000000004,0.40463095940860355,0.40863133187803224
0.5,500,1011,none,0.05999999999999997,0,0.098,0.22,0.04504318915095698,0.313,0.4116556212823549,0.37611444567924707
0.5,500,1012,none,0.04799999999999999,0,0.122,0.202,0.03213858878185053,0.21700000000000003,0.39661420109118695,0.3820170957718904
0.5,500,1013,none,0.108,0,0.076,0.212,0.04652836649710464,0.21700000000000003,0.14913698219632926,0.12935871978906957
0.5,500,1014,none,0.07600000000000004,0,0.1,0.216,0.03535848161646965,0.20900000000000007,0.20413698219632967,0.19292030770454732
0.5,500,1015,none,0.08000000000000002,0,0.088,0.236,0.04519095288021953,0.1770000000000001,0.35327396439265857,0.36389647323802476
0.5,500,1016,none,0.088,0,0.086,0.222,0.049080432851482565,0.26100000000000007,0.1658340236698526,0.19233731723831451
0.5,500,1017,none,0.104,0,0.09,0.22,0.04773072618578333,0.2690000000000001,0.1641784023874978,0.20532088374020163
0.5,500,1018,none,0.06399999999999997,0,0.1,0.21,0.03982740541665025,0.21300000000000002,0.17163491118677085,0.17476535649060262
0.5,500,1019,none,0.08399999999999998,0,0.104,0.232,0.042703109436615455,0.25300000000000006,0.3808091715551519,0.35069736110466165
0.5,500,1020,none,0.036000000000000004,0,0.096,0.212,0.039642849992849345,0.1850000000000001,0.30827810641177533,0.3258459151525955
0.5,500,1021,none,0.06800000000000002,0,0.078,0.224,0.0475207556991913,0.2250000000000001,0.08329881650735982,0.06756376932383437
0.5,500,1022,none,0.08799999999999995,0,0.104,0.21,0.040491425704160575,0.25300000000000006,0.2683195266029438,0.2520471278635664
0.5,500,1023,none,0.06400000000000003,0,0.09,0.2,0.03767698973585278,0.25700000000000006,0.09834023669852782,0.13063642623134963
0.5,500,1024,none,0.08800000000000004,0,0.114,0.226,0.03446092795552023,0.1730000000000001,0.3750000000000001,0.3607375575155125
0.5,500,1025,none,0.052000000000000046,0,0.1,0.194,0.03246878843169578,0.20900000000000002,0.2391286981580958,0.2268682707126762
0.5,500,1026,none,0.104,0,0.106,0.244,0.041931160516043696,0.1690000000000001,0.41515260315249425,0.45309716937764327
0.5,500,1027,none,0.02399999999999998,0,0.102,0.208,0.036690901082178706,0.22500000000000003,0.1591411242154461,0.14704069752919824
0.5,500,1028,none,0.084,0,0.116,0.202,0.03142539666504714,0.22100000000000003,0.3166266271485375,0.34378319341585584
0.5,500,1029,none,0.04399999999999997,0,0.11,0.208,0.035993826631181565,0.2730000000000001,0.18667633137793943,0.18867681200341163
0.5,500,1000,moderate,0.4080000000000001,0,0.106,0.28,0.056411188803483156,0.2690000000000001,0.25582573963161903,0.038907538160123156
0.5,500,1001,moderate,0.372,0,0.086,0.254,0.05277204647243547,0.13300000000000006,0.37499999999999994,0.3749999999999999
0.5,500,1002,moderate,0.4280000000000001,0,0.114,0.27,0.05404524853202999,0.20500000000000002,0.339124556138979,0.2899075064882465
0.5,500,1003,moderate,0.43599999999999994,0,0.1,0.286,0.0591119465270957,0.1770000000000001,0.35327396439265857,0.23953491513811082
0.5,500,1004,moderate,0.38,0,0.096,0.278,0.05963965869192151,0.24500000000000005,0.2783236686220607,0.30479363770786616
0.5,500,1005,moderate,0.36400000000000005,0,0.112,0.242,0.04507278065036098,0.18900000000000006,0.2857801774213344,0.4470455911592852
0.5,500,1006,moderate,0.38800000000000007,0,0.102,0.252,0.053723572314415415,0.14900000000000008,0.37499999999999994,0.375
0.5,500,1007,moderate,0.31200000000000006,0,0.112,0.234,0.03986086914367133,0.313,0.41165562128235483,0.46839025176119786
0.5,500,1008,moderate,0.4040000000000001,0,0.116,0.238,0.043060680698547044,0.25300000000000006,0.16583402366985267,0.1978669065435913
0.5,500,1009,moderate,0.42000000000000004,0,0.094,0.278,0.06167297265055055,0.25300000000000006,0.21082988165073585,0.23315832248736942
0.5,500,1010,moderate,0.336,0,0.108,0.25,0.04939185717864388,0.25300000000000006,0.21082988165073585,0.07303937960345211
0.5,500,1011,moderate,0.38800000000000007,0,0.126,0.276,0.05073679357450787,0.2850000000000001,0.45830710054559354,0.46257739743160864
0.5,500,1012,moderate,0.38800000000000007,0,0.086,0.242,0.051532082779134354,0.1610000000000001,0.37499999999999983,0.3749999999999999
0.5,500,1013,moderate,0.3320000000000001,0,0.116,0.25,0.04161196409153929,0.24900000000000005,0.21082988165073588,0.06879351794857017
0.5,500,1014,moderate,0.328,0,0.124,0.234,0.03614169644914613,0.24100000000000005,0.30082159761250227,0.3983155920068069
0.5,500,1015,moderate,0.37600000000000006,0,0.108,0.266,0.050486521853747156,0.24500000000000005,0.09834023669852782,0.1895272680064341
0.5,500,1016,moderate,0.38800000000000007,0,0.11,0.266,0.0576040122059412,0.2730000000000001,0.30082159761250227,0.21041561623930993
0.5,500,1017,moderate,0.34,0,0.11,0.22,0.041403166813931296,0.24500000000000005,0.20082573963161898,0.4292285815411478
0.5,500,1018,moderate,0.34800000000000003,0,0.11,0.24,0.04574810257146069,0.1770000000000001,0.3532739643926587,0.37499999999999994
0.5,500,1019,moderate,0.37600000000000006,0,0.09,0.262,0.055769366342305005,0.29300000000000004,0.29916597633014724,0.39925798001524865
0.5,500,1020,moderate,0.4160000000000001,0,0.092,0.256,0.05304924337087403,0.26100000000000007,0.4808050295360352,0.45343934377955053
0.5,500,1021,moderate,0.4040000000000001,0,0.11,0.274,0.058840651102976614,0.23700000000000004,0.22663491118677104,0.1929084796904838
0.5,500,1022,moderate,0.34800000000000003,0,0.104,0.212,0.04117712417781936,0.25700000000000006,0.42580502953603505,0.4172148931409897
0.5,500,1023,moderate,0.31200000000000006,0,0.12,0.25,0.04544104850120526,0.24100000000000005,0.16583402366985264,0.20588433744420237
0.5,500,1024,moderate,0.44799999999999995,0,0.094,0.308,0.07396095065791286,0.22100000000000009,0.10579674549780149,0.1961189375182135
0.5,500,1025,moderate,0.32400000000000007,0,0.118,0.276,0.053299989576817836,0.22500000000000003,0.1266390532058877,0.2790591027549324
0.5,500,1026,moderate,0.39200000000000007,0,0.096,0.256,0.052328025208507746,0.20100000000000007,0.21828639045000953,0.3749999999999998
0.5,500,1027,moderate,0.48000000000000004,0,0.094,0.284,0.061510613357009816,0.23300000000000004,0.11414526623456292,0.1496511040918515
0.5,500,1028,moderate,0.4200000000000001,0,0.092,0.272,0.05904423953462541,0.18900000000000006,0.28578017742133444,0.31401572024867824
0.5,500,1029,moderate,0.35600000000000004,0,0.112,0.252,0.04908043285148256,0.23700000000000004,0.15914112421544618,0.15591751361719447
0.5,500,1000,strong,0.7040000000000001,0,0.052,0.364,0.10872391130238503,0.20500000000000002,0.4066183431103038,0.06942932940037089
0.5,500,1001,strong,0.7640000000000001,0,0.038,0.354,0.11508644094283604,0.24500000000000005,0.4583071005455934,0.14212196505054225
0.5,500,1002,strong,0.8520000000000001,0,0.022,0.378,0.13095885698272652,0.25700000000000006,0.30082159761250227,0.3242864501009838
0.5,500,1003,strong,0.8360000000000001,0,0.048,0.386,0.12596648584268577,0.2890000000000001,0.54829881650736,0.4216047538863997
0.5,500,1004,strong,0.8240000000000002,0,0.032,0.412,0.12985975340942071,0.24100000000000005,0.3458174555933855,0.4254374032504107
0.5,500,1005,strong,0.8400000000000002,0,0.042,0.398,0.12826881495082462,0.2730000000000001,0.3458174555933855,0.4362137022578851
0.5,500,1006,strong,0.8480000000000001,0,0.038,0.436,0.1381528943678786,0.23700000000000004,0.33912455613897896,0.4767869825178764
0.5,500,1007,strong,0.8240000000000001,0,0.026,0.4,0.12897889577584218,0.21300000000000002,0.47411213008162856,0.35161761486280607
0.5,500,1008,strong,0.7600000000000001,0,0.048,0.364,0.1144707628853567,0.2290000000000001,0.09164733724412155,0.21309033721680176
0.5,500,1009,strong,0.7800000000000001,0,0.046,0.388,0.12097750020377986,0.341,0.5691411242154462,0.7649401769801227
0.5,500,1010,strong,0.8000000000000002,0,0.042,0.382,0.1223909945852045,0.23700000000000004,0.14913698219632934,0.4641352243926719
0.5,500,1011,strong,0.8440000000000001,0,0.034,0.392,0.12947415014417185,0.24500000000000005,0.16583402366985261,0.28207257227980653
0.5,500,1012,strong,0.772,0,0.038,0.4,0.12429355932182846,0.19700000000000006,0.2407843194404512,0.43631868695112663
0.5,500,1013,strong,0.776,0,0.038,0.366,0.11862920757085453,0.26500000000000007,0.31331538458382713,0.7849999999999999
0.5,500,1014,strong,0.856,0,0.032,0.374,0.1285699118076318,0.2330000000000001,0.0691494082536799,0.6094056699976454
0.5,500,1015,strong,0.896,0,0.034,0.42,0.13796456872045887,0.2690000000000001,0.5707967454978016,0.12760122227772824
0.5,500,1016,strong,0.78,0,0.034,0.384,0.12299412813445834,0.273,0.1866763313779392,0.20487649451800594
0.5,500,1017,strong,0.74,0,0.032,0.376,0.11786244336325102,0.24500000000000005,0.5258008875169182,0.36440685622918856
0.5,500,1018,strong,0.7800000000000001,0,0.032,0.422,0.13066326526185118,0.1610000000000001,0.37499999999999983,0.338307378291713
0.5,500,1019,strong,0.8720000000000001,0,0.032,0.398,0.13460889850063984,0.19700000000000006,0.27163076916765444,0.37499999999999994
0.5,500,1020,strong,0.7360000000000001,0,0.042,0.376,0.11395125663584797,0.20500000000000002,0.49661005907207023,0.15255497899716997
0.5,500,1021,strong,0.788,0,0.036,0.386,0.12193258611034032,0.26100000000000007,0.25582573963161903,0.18414528743899974
0.5,500,1022,strong,0.84,0,0.044,0.378,0.12468449070442653,0.20100000000000007,0.21828639045000953,0.12475323396887036
0.5,500,1023,strong,0.8400000000000001,0,0.042,0.394,0.12818042838991536,0.18800000000000006,0.6438948391342157,0.5947222486167556
0.5,500,1024,strong,0.796,0,0.038,0.41,0.12707303236940384,0.193,0.36162248512942063,0.4950006058411289
0.5,500,1025,strong,0.788,0,0.032,0.39,0.1265578479940651,0.22500000000000003,0.29412869815809584,0.07313736879003935
0.5,500,1026,strong,0.8520000000000001,0,0.036,0.446,0.1406540278682255,0.23700000000000004,0.33912455613897896,0.1237764596787807
0.5,500,1027,strong,0.7000000000000001,0,0.028,0.346,0.11116754122594517,0.20100000000000007,0.24913284017721296,0.3809453296697568
0.5,500,1028,strong,0.8360000000000002,0,0.048,0.42,0.13144157975651727,0.29300000000000004,0.29916597633014724,0.64744484933049
0.5,500,1029,strong,0.816,0,0.038,0.382,0.12334594530110109,0.13300000000000006,0.3749999999999999,0.375
0.5,1000,1000,none,0.04400000000000001,0,0.099,0.21,0.0370794941832934,0.25500000000000006,0.1883319526602942,0.17410611008952395
0.5,1000,1001,none,0.032,0,0.093,0.207,0.03881866675826063,0.2330000000000001,0.08039837274890074,0.0827614128787253
0.5,1000,1002,none,0.07399999999999995,0,0.121,0.216,0.03754848717177417,0.2310000000000001,0.049551923021697336,0.05105433010785629
0.5,1000,1003,none,0.07000000000000002,0,0.107,0.224,0.037446257786622986,0.23500000000000004,0.2941286981580958,0.2455109365005368
0.5,1000,1004,none,0.03200000000000003,0,0.09,0.2,0.0388100788742077,0.25100000000000006,0.11083402366985262,0.12408144737584997
0.5,1000,1005,none,0.07599999999999997,0,0.112,0.217,0.038239014399199966,0.30500000000000005,0.3666597633014721,0.34039760480144293
0.5,1000,1006,none,0.05000000000000002,0,0.097,0.222,0.04076627146169844,0.24900000000000005,0.05168875743528972,0.04067369347341476
0.5,1000,1007,none,0.030000000000000013,0,0.103,0.198,0.03347967874530592,0.24700000000000005,0.200825739631619,0.20096308892076603
0.5,1000,1008,none,0.057999999999999954,0,0.103,0.22,0.041611964091539284,0.2430000000000001,0.030846449727203296,0.03638165768898266
0.5,1000,1009,none,0.076,0,0.109,0.213,0.03827386691841953,0.2370000000000001,0.05790044375845915,0.08277490284791197
0.5,1000,1010,none,0.07,0,0.086,0.219,0.044891226561792924,0.1870000000000001,0.2970291419165546,0.2954774778514254
0.5,1000,1011,none,0.08399999999999998,0,0.116,0.217,0.037552925614687094,0.2270000000000001,0.11414526623456314,0.11645670251183554
0.5,1000,1012,none,0.06200000000000001,0,0.085,0.201,0.04032644569289764,0.25900000000000006,0.10793357991139382,0.1356120801336536
0.5,1000,1013,none,0.046,0,0.082,0.206,0.04269139908173022,0.18900000000000006,0.28578017742133444,0.3021974818202693
0.5,1000,1014,none,0.06800000000000002,0,0.11,0.218,0.034783457115256516,0.2230000000000001,0.0945477810025806,0.11176860159880148
0.5,1000,1015,none,0.054000000000000006,0,0.109,0.209,0.0342182537381569,0.1630000000000001,0.3749999999999999,0.3749999999999999
0.5,1000,1016,none,0.043999999999999984,0,0.101,0.216,0.03904982572161992,0.1830000000000001,0.31952707090699617,0.318259450214011
0.5,1000,1017,none,0.08800000000000005,0,0.101,0.189,0.03167368343313139,0.21100000000000008,0.16204156797390545,0.14190792835543786
0.5,1000,1018,none,0.060000000000000026,0,0.092,0.218,0.04074173399462631,0.24900000000000005,0.22332366862206068,0.21735558904323937
0.5,1000,1019,none,0.06400000000000003,0,0.093,0.217,0.039322032274823004,0.197,0.32912041411986226,0.3308358631966728
0.5,1000,1020,none,0.06799999999999998,0,0.087,0.22,0.04758034141206733,0.24900000000000005,0.05168875743528972,0.0416756452977656
0.5,1000,1021,none,0.027999999999999997,0,0.094,0.211,0.0396512575112344,0.22700000000000004,0.10414112421544611,0.08846888910280101
0.5,1000,1022,none,0.04400000000000001,0,0.1,0.21,0.03563550040183088,0.20100000000000007,0.21828639045000955,0.23084475821980616
0.5,1000,1023,none,0.025999999999999995,0,0.1,0.207,0.036449356037597636,0.269,0.16417840238749765,0.159453087280702
0.5,1000,1024,none,0.08200000000000002,0,0.086,0.224,0.04526097165942813,0.25500000000000006,0.21082988165073588,0.21248728139106482
0.5,1000,1025,none,0.04399999999999997,0,0.103,0.206,0.035164691887681246,0.24500000000000005,0.029190828444848216,0.038096352708284986
0.5,1000,1026,none,0.04200000000000004,0,0.096,0.195,0.035050756847114665,0.23100000000000004,0.14789215972022535,0.14480106273171298
0.5,1000,1027,none,0.034,0,0.097,0.205,0.036957934045193715,0.21900000000000003,0.22663491118677098,0.22713339515472003
0.5,1000,1028,none,0.06399999999999997,0,0.098,0.22,0.04260933648339945,0.24500000000000005,0.088336094679411,0.08161837688384962
0.5,1000,1029,none,0.07600000000000001,0,0.09,0.224,0.04622288995244192,0.22300000000000003,0.1703900887106669,0.2023697037039988
0.5,1000,1000,moderate,0.36800000000000005,0,0.114,0.257,0.047239343301485,0.20500000000000007,0.19578846145956785,0.23949267811882152
0.5,1000,1001,moderate,0.39000000000000007,0,0.112,0.25,0.044958005096114105,0.21100000000000008,0.16204156797390543,0.16284123558255345
0.5,1000,1002,moderate,0.3940000000000001,0,0.116,0.276,0.05417769118578442,0.29900000000000004,0.33291286981580964,0.3302403955479469
0.5,1000,1003,moderate,0.35400000000000004,0,0.109,0.254,0.04820327328673392,0.199,0.33912455613897896,0.25785330878590856
0.5,1000,1004,moderate,0.30800000000000005,0,0.126,0.247,0.04419904473578084,0.2270000000000001,0.12539423072978398,0.04718417865316277
0.5,1000,1005,moderate,0.326,0,0.117,0.243,0.04186751591495355,0.24900000000000005,0.30082159761250227,0.17834265322734877
