epsilon,n_respondents,seed,bias,demographic_imbalance,fallback_cells,cell_proportion_min,cell_proportion_max,cell_proportion_std,raw_frequencies_l1,rr_debiased_l1,poststratified_l1
0.25,250,1016,strong,0.868,0,0.032,0.396,0.13118265467998766,0.36100000000000004,1.0933288261510614,1.0544776367430104
0.25,250,1017,strong,0.7960000000000002,0,0.024,0.396,0.12616743724995855,0.38500000000000006,1.3708272659725829,1.625
0.25,250,1018,strong,0.8360000000000002,0,0.044,0.404,0.12865803079827115,0.26500000000000007,0.8744035913742974,0.8802561153608028
0.25,250,1019,strong,0.812,0,0.04,0.416,0.12991621231479242,0.32100000000000006,0.8400000000000001,0.5303945639781588
0.25,250,1020,strong,0.78,0,0.04,0.348,0.11626788990182209,0.201,0.6260587150061665,0.7849999999999999
0.25,250,1021,strong,0.724,0,0.04,0.364,0.11371699765450878,0.25700000000000006,0.3508303863295398,0.8193501345955065
0.25,250,1022,strong,0.8200000000000002,0,0.028,0.416,0.1300598152987907,0.2730000000000001,0.2966659732540091,1.0172844995699521
0.25,250,1023,strong,0.676,0,0.044,0.36,0.10556935582302701,0.20900000000000002,0.44285309630349023,0.37499999999999994
0.25,250,1024,strong,0.8440000000000001,0,0.028,0.388,0.13207405330175778,0.321,0.6308314264485255,1.080028047322395
0.25,250,1025,strong,0.9400000000000001,0,0.024,0.436,0.1463997571339819,0.24900000000000005,0.7208283060915683,1.0506339243375358
0.25,250,1026,strong,0.7000000000000001,0,0.044,0.384,0.11395125663584797,0.281,0.2041664933135024,0.6644328653395323
0.25,250,1027,strong,0.8119999999999999,0,0.056,0.412,0.12631530214330944,0.321,0.6308314264485255,0.2689473593932274
0.25,250,1028,strong,0.764,0,0.06,0.368,0.11367008792505129,0.29700000000000004,0.35333298662700485,0.6930590831261338
0.25,250,1029,strong,0.7880000000000001,0,0.044,0.388,0.12164794376487514,0.281,0.16833402674599052,0.644622491751869
0.25,500,1000,none,0.04000000000000001,0,0.086,0.21,0.04224794538067963,0.25300000000000006,0.5358293462105541,0.5285938508328016
0.25,500,1001,none,0.096,0,0.09,0.226,0.04394946593026536,0.24900000000000005,0.20166389301603765,0.30120287662655526
0.25,500,1002,none,0.08400000000000002,0,0.098,0.204,0.032917405055009355,0.21700000000000008,0.37499999999999994,0.375
0.25,500,1003,none,0.10399999999999998,0,0.108,0.242,0.04796758164519959,0.2730000000000001,0.4266649331350234,0.5200262783119843
0.25,500,1004,none,0.076,0,0.106,0.232,0.04007770230717103,0.29700000000000004,0.38041519316477007,0.3940683415439364
0.25,500,1005,none,0.048,0,0.108,0.212,0.03505551153369309,0.22100000000000003,0.4395960026527576,0.4442883088680101
0.25,500,1006,none,0.06,0,0.09,0.228,0.047168727870156614,0.273,0.10291675334324873,0.08169339251633939
0.25,500,1007,none,0.059999999999999984,0,0.11,0.22,0.03719617662550219,0.25300000000000006,0.3133309063890326,0.25108120653478605
0.25,500,1008,none,0.168,0,0.128,0.244,0.0385342560443158,0.36500000000000005,1.139578566121315,1.1591886954285386
0.25,500,1009,none,0.060000000000000026,0,0.092,0.22,0.040260264391691336,0.24900000000000005,0.22083142644852544,0.20543209269822388
0.25,500,1010,none,0.05199999999999996,0,0.09,0.214,0.044522154285504004,0.3370000000000001,0.7849999999999999,0.7849999999999999
0.25,500,1011,none,0.07200000000000001,0,0.094,0.23,0.04461190673152429,0.26100000000000007,0.1195816864782718,0.10935428638676017
0.25,500,1012,none,0.05599999999999998,0,0.102,0.224,0.04434210439550905,0.36500000000000005,0.896867583753597,0.89890004954624
0.25,500,1013,none,0.07200000000000001,0,0.134,0.198,0.028440972010268722,0.2730000000000001,0.2879157132242627,0.3034147862227145
0.25,500,1014,none,0.06399999999999997,0,0.118,0.21,0.03652700675147394,0.26100000000000007,0.16583142644852536,0.14522331464944305
0.25,500,1015,none,0.14799999999999996,0,0.072,0.246,0.062350265080074484,0.30900000000000005,0.5191644130755309,0.5998981118108462
0.25,500,1016,none,0.04000000000000001,0,0.088,0.214,0.043888748241687446,0.18500000000000005,0.6474662693747797,0.6840410442663186
0.25,500,1017,none,0.05200000000000002,0,0.094,0.202,0.03760614606978788,0.2770000000000001,0.2504162332837555,0.2848508133446243
0.25,500,1018,none,0.10399999999999995,0,0.118,0.22,0.044251804734069575,0.26500000000000007,0.6745785661213148,0.7713971007207459
0.25,500,1019,none,0.12399999999999997,0,0.084,0.21,0.050776197398212305,0.34900000000000003,0.9545796062403006,0.9617951681437669
0.25,500,1020,none,0.06399999999999995,0,0.12,0.21,0.03717824931626316,0.21300000000000002,0.3868244323096031,0.3806381476507157
0.25,500,1021,none,0.11199999999999999,0,0.09,0.234,0.04948624949305503,0.26500000000000007,0.22083142644852544,0.3289018178351209
0.25,500,1022,none,0.08400000000000005,0,0.086,0.216,0.0416119640915393,0.2810000000000001,0.4729146731052771,0.43470712881701207
0.25,500,1023,none,0.1,0,0.122,0.212,0.030014811158641144,0.25300000000000006,0.26708116641877905,0.1860003546485199
0.25,500,1024,none,0.108,0,0.072,0.212,0.04820327328673392,0.23700000000000004,0.44332986627004684,0.4966163721553445
0.25,500,1025,none,0.04799999999999996,0,0.1,0.22,0.044206585733601075,0.25700000000000006,0.3970801262997934,0.34017186464044424
0.25,500,1026,none,0.07599999999999998,0,0.092,0.216,0.042483983910279514,0.24900000000000005,0.8595775260023292,0.8990401548245616
0.25,500,1027,none,0.060000000000000026,0,0.088,0.222,0.04306068069854705,0.321,0.6308314264485254,0.6218390441092292
0.25,500,1028,none,0.10799999999999998,0,0.118,0.232,0.04210568713236834,0.317,0.584581686478272,0.6446921842213307
0.25,500,1029,none,0.084,0,0.102,0.226,0.0410149024407254,0.201,0.5872204887556525,0.5894045644030692
0.25,500,1000,moderate,0.436,0,0.104,0.296,0.063609922356675,0.24900000000000005,0.45208012629979344,0.4237726882311988
0.25,500,1001,moderate,0.404,0,0.096,0.28,0.06326311897323925,0.2770000000000001,0.472914673105277,0.68934652052118
0.25,500,1002,moderate,0.328,0,0.122,0.25,0.045572896428566934,0.21700000000000003,1.015073142186133,0.848095528740485
0.25,500,1003,moderate,0.36,0,0.104,0.242,0.05430367288580846,0.2890000000000001,0.6116638930160377,0.7597792811677365
0.25,500,1004,moderate,0.4,0,0.094,0.248,0.05101198116347004,0.2770000000000001,0.24166597325400913,0.6911093646734543
0.25,500,1005,moderate,0.3960000000000001,0,0.104,0.264,0.04933783763220904,0.24500000000000005,0.24791363298629152,0.3595608140402851
0.25,500,1006,moderate,0.276,0,0.116,0.23,0.03778300617414602,0.3090000000000001,0.6666638930160378,0.6455205175401033
0.25,500,1007,moderate,0.36800000000000005,0,0.112,0.28,0.05493834928556029,0.341,0.8620801262997935,1.0075791393125182
0.25,500,1008,moderate,0.396,0,0.09,0.274,0.0625104435718989,0.24100000000000005,0.3508303863295398,0.37500000000000006
0.25,500,1009,moderate,0.4400000000000001,0,0.1,0.278,0.056316565551847685,0.20900000000000007,0.37499999999999994,0.5649594151085929
0.25,500,1010,moderate,0.42000000000000004,0,0.096,0.276,0.059538969498042965,0.22500000000000003,0.6985626336744846,0.6827157926344758
0.25,500,1011,moderate,0.29200000000000004,0,0.118,0.234,0.0377653574353828,0.30900000000000005,0.4920822065377654,0.33347431427703744
0.25,500,1012,moderate,0.34800000000000003,0,0.108,0.246,0.04674279504788828,0.23300000000000004,0.37499999999999994,0.49927174511380606
0.25,500,1013,moderate,0.34400000000000003,0,0.102,0.252,0.05160964595456508,0.25700000000000006,0.35958064635928616,0.4509921968028424
0.25,500,1014,moderate,0.36400000000000005,0,0.102,0.28,0.05609119558560169,0.281,0.16833402674599046,0.21393674034667606
0.25,500,1015,moderate,0.37600000000000006,0,0.122,0.25,0.04426686746942408,0.28900000000000003,0.26083350668649774,0.15617606579117516
0.25,500,1016,moderate,0.384,0,0.094,0.264,0.0555297717945568,0.21300000000000002,0.3868244323096031,0.37499999999999994
0.25,500,1017,moderate,0.336,0,0.114,0.244,0.04899886620003455,0.22900000000000004,0.6319561670119727,0.845351807180599
0.25,500,1018,moderate,0.4120000000000001,0,0.09,0.258,0.05942689252817748,0.26100000000000007,0.9116971989224363,0.833215782043298
0.25,500,1019,moderate,0.368,0,0.12,0.288,0.06120639037079561,0.277,0.1579167533432489,0.6864385339557204
0.25,500,1020,moderate,0.36800000000000005,0,0.114,0.262,0.048092503458323825,0.22100000000000003,0.7956993901249588,0.5437157308505295
0.25,500,1021,moderate,0.36800000000000005,0,0.108,0.256,0.05321236280748634,0.22100000000000003,0.40856646337498587,0.2609538706582103
0.25,500,1022,moderate,0.392,0,0.114,0.242,0.050022217286144185,0.36500000000000005,1.139578566121315,1.1494299533254615
0.25,500,1023,moderate,0.38399999999999995,0,0.09,0.22,0.049701330185642136,0.25300000000000006,0.1554141530457841,0.22518087489181193
0.25,500,1024,moderate,0.45599999999999996,0,0.096,0.268,0.06366230351541553,0.20900000000000002,0.9803531540783139,0.752399233231065
0.25,500,1025,moderate,0.35600000000000004,0,0.104,0.268,0.05471948667725441,0.2850000000000001,0.7129136329862913,0.7026993432786108
