avg_age_l1,avg_region_l1,config_seed,epsilon,feature_set,hierarchical_effect_l2,hierarchical_final_loss,linear_final_loss,method,n_effective,overall_l1,overall_linf,overall_mae,p90_age_l1_major,p90_region_l1_major,partial_pooling,population_n,poststratified,random_seed,runtime_sec,sample_seed,sample_size,sampling,scenario,scenario_collection_bias,scenario_truth_model,skipped,trial,weighted_age_l1,weighted_region_l1,winner_correct,worst_age_l1,worst_age_l1_major,worst_group_l1_major,worst_region_l1,worst_region_l1_major
1.004691844460781,1.185615842971423,123,0.2,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,97,0.496,0.17301555665992488,0.0992,1.3670886075949367,1.7391304347826089,,500,,13770,0.0007991210000000137,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.9293000061680594,1.1240454545454546,1,1.5609756097560976,1.5609756097560976,1.818181818181818,1.818181818181818,1.818181818181818
0.6279852941805877,0.6783166635430002,123,0.2,"region,age_group,education,gender,urbanicity",,,1.634856949268136,mrp_rr_poststrat,97,0.5761009752785129,0.2880504876392562,0.11522019505570258,0.6413509587022406,0.9325376121203257,,500,1,13770,0.001761430999977165,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.6140524820169271,0.6678732394316043,1,0.7358768471808674,0.7358768471808674,1.1017271636069486,1.1017271636069486,1.1017271636069486
0.6398669945192021,0.6751942300382748,123,0.2,"region,age_group,education,gender,urbanicity",1.0,1.6309822220177272,,hierarchical_rr_mrp_poststrat,97,0.561052721188816,0.28052636059440805,0.1122105442377632,0.6736582421969198,0.9013319570756039,1,500,1,13770,0.0032499320000169973,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.6196546619187394,0.6636791610291929,0,0.8056342737454849,0.8056342737454849,1.0819474960547595,1.0819474960547595,1.0819474960547595
1.2500557940665062,1.314502122959996,123,0.5,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,97,1.2120000000000002,0.496,0.24240000000000003,1.4006100594120001,1.7826086956521738,,500,,16770,0.0009045390002029308,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,1.2697231120119377,1.2489441210589134,0,1.4006100594120001,1.4006100594120001,1.9130434782608694,1.9130434782608694,1.9130434782608694
0.6373127820249134,0.6883636003815808,123,0.5,"region,age_group,education,gender,urbanicity",,,1.6342335031604367,mrp_rr_poststrat,97,0.586592580183499,0.29329629009174946,0.11731851603669981,0.6530207148364936,0.9406018836710206,,500,1,16770,0.0013378960002228268,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.6230763524849551,0.679390713567582,0,0.7413012589538234,0.7413012589538234,1.111455794966317,1.111455794966317,1.111455794966317
0.678286659444255,0.7106744176791825,123,0.5,"region,age_group,education,gender,urbanicity",1.0,1.628295269305948,,hierarchical_rr_mrp_poststrat,97,0.630185279901792,0.315092639950896,0.1260370559803584,0.7245354312782316,0.9699956966397861,1,500,1,16770,0.0028698350001832296,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.6629683315456071,0.7006077646279577,0,0.7741834123231824,0.7741834123231824,1.1501354138480826,1.1501354138480826,1.1501354138480826
0.9034229460582287,0.758966240984693,123,1.0,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,97,0.5874678750573473,0.2937339375286736,0.11749357501146947,1.1363181753870935,1.1970251497298778,,500,,21770,0.0007323529998757294,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.8249178557126664,0.7405644981149088,0,1.7256087492106462,1.7256087492106462,1.7256087492106462,1.3877551020408163,1.3877551020408163
0.6431676122810314,0.6930373665179292,123,1.0,"region,age_group,education,gender,urbanicity",,,1.628629053286682,mrp_rr_poststrat,97,0.6011011773706496,0.3005505886853249,0.12022023547412992,0.6666145927456258,0.9493340355493137,,500,1,21770,0.0012438720000318426,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.6286944250874019,0.6842903256845665,0,0.7434708426710048,0.7434708426710048,1.1354786758938566,1.1354786758938566,1.1354786758938566
0.5757765061262182,0.6388511777307617,123,1.0,"region,age_group,education,gender,urbanicity",1.0,1.6160188725615117,,hierarchical_rr_mrp_poststrat,97,0.5338212195801181,0.26691060979005915,0.10676424391602361,0.6325606699858342,0.8655086986484293,1,500,1,21770,0.0027669500000229164,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.5631601804229974,0.6258515257269744,0,0.6529058856127152,0.6529058856127152,1.064519957711572,1.064519957711572,1.064519957711572
0.4151967492372382,0.5412813074690526,123,2.0,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,97,0.24796506316443842,0.08274566195086895,0.049593012632887686,0.5981616937446159,0.7884892964056746,,500,,31770,0.0006526619999931427,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.44213029998563186,0.4680977356769759,1,0.5981616937446159,0.5981616937446159,0.9826045992714049,0.9826045992714049,0.9826045992714049
0.48102114973766413,0.5566018085050334,123,2.0,"region,age_group,education,gender,urbanicity",,,1.6123515070700147,mrp_rr_poststrat,97,0.40648913188755037,0.20324456594377494,0.08129782637751007,0.5012434977822363,0.7506738172551828,,500,1,31770,0.0013943309995738673,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.4638621867452192,0.5355684574405705,1,0.6138438540665987,0.6138438540665987,0.9331872168290721,0.9331872168290721,0.9331872168290721
0.5560697963534021,0.6192976257626052,123,2.0,"region,age_group,education,gender,urbanicity",1.0,1.593824011843756,,hierarchical_rr_mrp_poststrat,97,0.49664196019373397,0.24832098009686696,0.0993283920387468,0.5546911528909277,0.8265800306282908,1,500,1,31770,0.07547776800038264,13100,120,srs,privacy_helps,epsilon_dependent_nonresponse_and_misreport,default_synthetic_population,0,0,0.5381106899075015,0.6066577564790976,1,0.705106672266679,0.705106672266679,1.0320755310234113,1.0320755310234113,1.0320755310234113
