config_seed,scenario,epsilon,sample_size,method,n_rows,n_failures,n_skipped,mean_runtime_sec,std_runtime_sec,total_runtime_sec
123,privacy_helps,0.2,120,baseline_rr_debias,20,0,0,0.004872551399989789,0.01794260537664429,0.09745102799979577
123,privacy_helps,0.2,120,mrp_rr_poststrat,20,0,0,0.004871842300030948,0.015213798351229765,0.09743684600061897
123,privacy_helps,0.2,120,hierarchical_rr_mrp_poststrat,20,0,0,0.02453483389997473,0.03790972154500954,0.49069667799949457
123,privacy_helps,0.5,120,baseline_rr_debias,20,0,0,0.004880954399982329,0.017943941649141173,0.09761908799964658
123,privacy_helps,0.5,120,mrp_rr_poststrat,20,0,0,0.01007228750008835,0.026782469808944144,0.201445750001767
123,privacy_helps,0.5,120,hierarchical_rr_mrp_poststrat,20,0,0,0.006828733100019235,0.017977394004450177,0.1365746620003847
123,privacy_helps,1.0,120,baseline_rr_debias,20,0,0,0.0008722142999886273,0.00016942038954111514,0.017444285999772546
123,privacy_helps,1.0,120,mrp_rr_poststrat,20,0,0,0.005589237150070403,0.018071122747443054,0.11178474300140806
123,privacy_helps,1.0,120,hierarchical_rr_mrp_poststrat,20,0,0,0.01000467200001367,0.022397823754467798,0.2000934400002734
123,privacy_helps,2.0,120,baseline_rr_debias,20,0,0,0.005271093899955304,0.019744681394330832,0.10542187799910607
123,privacy_helps,2.0,120,mrp_rr_poststrat,20,0,0,0.009602915899949948,0.02548860391065541,0.19205831799899897
123,privacy_helps,2.0,120,hierarchical_rr_mrp_poststrat,20,0,0,0.010186535450043267,0.022940034476504514,0.20373070900086532
