avg_age_l1,avg_region_l1,config_seed,epsilon,feature_set,hierarchical_effect_l2,hierarchical_final_loss,linear_final_loss,method,n_effective,neural_best_validation_loss,neural_brier_score,neural_early_stopped,neural_final_loss,neural_fit_runtime_sec,neural_mean_normalized_entropy,neural_reported_label_nll,neural_steps_completed,neural_validation_loss,overall_l1,overall_linf,overall_mae,p90_age_l1_major,p90_region_l1_major,partial_pooling,population_n,poststratified,random_seed,runtime_sec,sample_seed,sample_size,sampling,scenario,scenario_collection_bias,scenario_truth_model,skipped,trial,weighted_age_l1,weighted_region_l1,winner_correct,worst_age_l1,worst_age_l1_major,worst_group_l1_major,worst_region_l1,worst_region_l1_major
0.6719218180341349,1.0697944741864949,123,1.0,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,120,,,,,,,,,,0.46630900175074086,0.12715450087537042,0.09326180035014817,0.9360521295234131,1.3104382875731948,,500,,21770,0.07721836500013524,13100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,0,0.6972849601808709,0.9869588186475473,1,0.9360521295234131,0.9360521295234131,1.495020185130196,1.495020185130196,1.495020185130196
0.5393236777249847,0.5652590860007465,123,1.0,"region,age_group,education,gender,urbanicity",,,1.6310520635110237,mrp_rr_poststrat,120,,,,,,,,,,0.5368610865502603,0.17603975692215768,0.10737221731005206,0.6601828398426859,0.7679417541710495,,500,1,21770,0.0017722450002111145,13100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,0,0.5368610865502607,0.5545668364132897,1,0.6601828398426859,0.6601828398426859,0.8689782324872549,0.8689782324872549,0.8689782324872549
0.5084030452359999,0.5348153648072932,123,1.0,"region,age_group,education,gender,urbanicity",1.0,1.620723213025599,,hierarchical_rr_mrp_poststrat,120,,,,,,,,,,0.5061117610874283,0.15685499676212164,0.10122235221748566,0.6346933180948625,0.7341906558976151,1,500,1,21770,0.0037060649997329165,13100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,0,0.5061117610874285,0.5241518324309188,1,0.6346933180948625,0.6346933180948625,0.8194194435879711,0.8194194435879711,0.8194194435879711
0.6293191305897431,0.6385527724299751,123,1.0,"region,age_group,education,gender,urbanicity",,,,neural_rr_mrp,120,1.6035367250442505,0.8145810198259816,0,1.600038766860962,0.005528191999928822,0.9756902900737016,1.6005949974060059,1,1.6035367250442505,0.6017893679610364,0.1618010316435683,0.12035787359220729,0.7097273421422541,0.8979518144455648,,500,,21770,15.200220015000014,13100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,0,0.623561681737421,0.6269593131754799,0,0.7097273421422541,0.7097273421422541,0.943475138425794,0.943475138425794,0.943475138425794
0.8206842626603242,0.7703658671586012,123,1.0,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,120,,,,,,,,,,0.42031364432155005,0.12638586530752555,0.08406272886431002,1.325,1.3548387096774193,,500,,31770,0.0008736099998714053,23100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,1,0.7888089839785254,0.7090966732132316,1,1.325,1.325,1.7391304347826084,1.7391304347826084,1.7391304347826084
0.5320143943463596,0.5578934690926701,123,1.0,"region,age_group,education,gender,urbanicity",,,1.6270697673434786,mrp_rr_poststrat,120,,,,,,,,,,0.5279859872098357,0.189119645564718,0.10559719744196713,0.6387791897781872,0.7715022212495112,,500,1,31770,0.0015423170002577535,23100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,1,0.527985987209836,0.545983707203381,0,0.6387791897781872,0.6387791897781872,0.8547038440464971,0.8547038440464971,0.8547038440464971
0.47258904159397747,0.5140948397012615,123,1.0,"region,age_group,education,gender,urbanicity",1.0,1.6175104242120542,,hierarchical_rr_mrp_poststrat,120,,,,,,,,,,0.4696114712237134,0.1744136975464747,0.09392229424474267,0.582311833568505,0.6761166293321484,1,500,1,31770,0.003000265000082436,23100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,1,0.4705771640804442,0.5036340263236574,0,0.582311833568505,0.582311833568505,0.8023346527384008,0.8023346527384008,0.8023346527384008
0.5257316061151732,0.5480171440094296,123,1.0,"region,age_group,education,gender,urbanicity",,,,neural_rr_mrp,120,1.6061094999313354,0.8020697415901746,0,1.6098358631134033,0.07988392899960672,0.98505387176091,1.608946442604065,1,1.6061094999313354,0.5225296892777386,0.13127041120689403,0.10450593785554771,0.6638243263012673,0.7476216352604819,,500,,31770,0.08683032899989485,23100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,1,0.522529689277738,0.5337799294932404,1,0.6638243263012673,0.6638243263012673,0.8524359361562949,0.8524359361562949,0.8524359361562949
0.7452217611702614,0.8904127821529958,123,1.0,"region,age_group,education,gender,urbanicity",,,,baseline_rr_debias,120,,,,,,,,,,0.41101136548708916,0.13103089482852848,0.08220227309741783,0.8538726046886944,1.290322580645161,,500,,41770,0.0011705100000654056,33100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,2,0.7114485384016871,0.8262207843054644,1,1.0757096784962765,1.0757096784962765,1.4545454545454546,1.4545454545454546,1.4545454545454546
0.5426247070290092,0.5648838830127341,123,1.0,"region,age_group,education,gender,urbanicity",,,1.631318018559889,mrp_rr_poststrat,120,,,,,,,,,,0.5387429602076648,0.17834287827046266,0.10774859204153295,0.6585648032137555,0.7658909990261837,,500,1,41770,0.0012419959998624108,33100,120,srs,sparse_minority_curve,none,sparse_minority_preference_curve,0,2,0.538742960207665,0.5531840807761071,1,0.6585648032137555,0.6585648032137555,0.8630623267936532,0.8630623267936532,0.8630623267936532
