epsilon,n_respondents,bias,seed,method,l1_error,max_abs_error
0.25,1000,strong,1013,raw_frequencies,0.275,0.1375
0.25,1000,strong,1013,rr_debiased,0.09895941679061021,0.04947970839530508
0.25,1000,strong,1013,poststratified,0.6188798921317697,0.3094399460658848
0.25,1000,strong,1014,raw_frequencies,0.317,0.15849999999999997
0.25,1000,strong,1014,rr_debiased,0.5845816864782719,0.2922908432391359
0.25,1000,strong,1014,poststratified,0.32699498398653837,0.16349749199326907
0.25,1000,strong,1015,raw_frequencies,0.30300000000000005,0.15150000000000002
0.25,1000,strong,1015,rr_debiased,0.42270759658238516,0.21135379829119255
0.25,1000,strong,1015,poststratified,0.3532035721723322,0.1766017860861661
0.25,1000,strong,1016,raw_frequencies,0.3030000000000001,0.15150000000000002
0.25,1000,strong,1016,rr_debiased,0.84,0.42000000000000004
0.25,1000,strong,1016,poststratified,0.8400000000000001,0.42000000000000004
0.25,1000,strong,1017,raw_frequencies,0.28900000000000003,0.14450000000000002
0.25,1000,strong,1017,rr_debiased,0.3660405832093899,0.1830202916046949
0.25,1000,strong,1017,poststratified,0.3955301024966633,0.1977650512483316
0.25,1000,strong,1018,raw_frequencies,0.25700000000000006,0.1285
0.25,1000,strong,1018,rr_debiased,0.22083142644852538,0.11041571322426275
0.25,1000,strong,1018,poststratified,0.36453627656734827,0.1822681382836742
0.25,1000,strong,1019,raw_frequencies,0.31700000000000006,0.15849999999999997
0.25,1000,strong,1019,rr_debiased,0.8400000000000001,0.42000000000000004
0.25,1000,strong,1019,poststratified,0.9151694776713117,0.4575847388356559
0.25,1000,strong,1020,raw_frequencies,0.3090000000000001,0.15450000000000003
0.25,1000,strong,1020,rr_debiased,0.8400000000000002,0.42000000000000004
0.25,1000,strong,1020,poststratified,0.849898960579359,0.4249494802896795
0.25,1000,strong,1021,raw_frequencies,0.26500000000000007,0.1325
0.25,1000,strong,1021,rr_debiased,0.613954216195681,0.30697710809784046
0.25,1000,strong,1021,poststratified,0.47192711560445394,0.23596355780222694
0.25,1000,strong,1022,raw_frequencies,0.24500000000000005,0.1225
0.25,1000,strong,1022,rr_debiased,0.24791363298629152,0.12395681649314569
0.25,1000,strong,1022,poststratified,0.685071503933785,0.34253575196689245
0.25,1000,strong,1023,raw_frequencies,0.25900000000000006,0.1295
0.25,1000,strong,1023,rr_debiased,0.6602039561659345,0.3301019780829672
0.25,1000,strong,1023,poststratified,0.16458902156246807,0.08229451078123406
0.25,1000,strong,1024,raw_frequencies,0.25100000000000006,0.1255
0.25,1000,strong,1024,rr_debiased,0.4289552563146666,0.21447762815733323
0.25,1000,strong,1024,poststratified,0.4278728847296315,0.2139364423648158
0.25,1000,strong,1025,raw_frequencies,0.275,0.1375
0.25,1000,strong,1025,rr_debiased,0.18104162332837553,0.09052081166418785
0.25,1000,strong,1025,poststratified,0.3469739858500291,0.17348699292501457
0.25,1000,strong,1026,raw_frequencies,0.21300000000000002,0.10649999999999998
0.25,1000,strong,1026,rr_debiased,0.3749999999999999,0.1875
0.25,1000,strong,1026,poststratified,0.375,0.1875
0.25,1000,strong,1027,raw_frequencies,0.29100000000000004,0.14550000000000002
0.25,1000,strong,1027,rr_debiased,0.3197908432391362,0.15989542161956816
0.25,1000,strong,1027,poststratified,0.1574381390668383,0.07871906953341919
0.25,1000,strong,1028,raw_frequencies,0.31700000000000006,0.15849999999999997
0.25,1000,strong,1028,rr_debiased,0.7822882429416718,0.3911441214708359
0.25,1000,strong,1028,poststratified,0.49172217073638963,0.24586108536819487
0.25,1000,strong,1029,raw_frequencies,0.2750000000000001,0.1375
0.25,1000,strong,1029,rr_debiased,0.7822882429416718,0.39114412147083594
0.25,1000,strong,1029,poststratified,0.47326391101047616,0.23663195550523802
0.25,2000,none,1000,raw_frequencies,0.2760000000000001,0.138
0.25,2000,none,1000,rr_debiased,0.3082284082465725,0.1541142041232863
0.25,2000,none,1000,poststratified,0.31050571357551177,0.15525285678775586
0.25,2000,none,1001,raw_frequencies,0.25300000000000006,0.1265
0.25,2000,none,1001,rr_debiased,0.15541415304578415,0.07770707652289212
0.25,2000,none,1001,poststratified,0.13830304494375018,0.06915152247187513
0.25,2000,none,1002,raw_frequencies,0.281,0.1405
0.25,2000,none,1002,rr_debiased,0.18385379829119253,0.09192689914559626
0.25,2000,none,1002,poststratified,0.17656743056980706,0.08828371528490353
0.25,2000,none,1003,raw_frequencies,0.26000000000000006,0.13
0.25,2000,none,1003,rr_debiased,0.14270655646339864,0.07135327823169924
0.25,2000,none,1003,poststratified,0.15256672679616937,0.07628336339808461
0.25,2000,none,1004,raw_frequencies,0.276,0.138
0.25,2000,none,1004,rr_debiased,0.15791675334324887,0.07895837667162448
0.25,2000,none,1004,poststratified,0.16078028883482925,0.0803901444174146
0.25,2000,none,1005,raw_frequencies,0.25200000000000006,0.126
0.25,2000,none,1005,rr_debiased,0.3855176913072299,0.1927588456536149
0.25,2000,none,1005,poststratified,0.3637363536546927,0.18186817682734635
0.25,2000,none,1006,raw_frequencies,0.276,0.138
0.25,2000,none,1006,rr_debiased,0.14635431835068538,0.07317715917534273
0.25,2000,none,1006,poststratified,0.1342602764636945,0.06713013823184727
0.25,2000,none,1007,raw_frequencies,0.276,0.138
0.25,2000,none,1007,rr_debiased,0.1607289283060657,0.08036446415303289
0.25,2000,none,1007,poststratified,0.17304679490068334,0.08652339745034171
0.25,2000,none,1008,raw_frequencies,0.2690000000000001,0.1345
0.25,2000,none,1008,rr_debiased,0.2504162332837556,0.12520811664187775
0.25,2000,none,1008,poststratified,0.2290939903471999,0.11454699517359995
0.25,2000,none,1009,raw_frequencies,0.267,0.1335
0.25,2000,none,1009,rr_debiased,0.0451045783804318,0.022552289190215957
0.25,2000,none,1009,poststratified,0.03769316857336208,0.018846584286681012
0.25,2000,none,1010,raw_frequencies,0.331,0.16549999999999998
0.25,2000,none,1010,rr_debiased,0.7464557763741594,0.37322788818707964
0.25,2000,none,1010,poststratified,0.7444373265837874,0.3722186632918937
0.25,2000,none,1011,raw_frequencies,0.2700000000000001,0.135
0.25,2000,none,1011,rr_debiased,0.3197908432391359,0.159895421619568
0.25,2000,none,1011,poststratified,0.32060853372731657,0.16030426686365823
0.25,2000,none,1012,raw_frequencies,0.278,0.139
0.25,2000,none,1012,rr_debiased,0.13760405832093897,0.06880202916046946
0.25,2000,none,1012,poststratified,0.15171348179095256,0.07585674089547628
0.25,2000,none,1013,raw_frequencies,0.26100000000000007,0.1305
0.25,2000,none,1013,rr_debiased,0.22364360141134235,0.11182180070567116
0.25,2000,none,1013,poststratified,0.2395139733819303,0.11975698669096513
0.25,2000,none,1014,raw_frequencies,0.2440000000000001,0.122
0.25,2000,none,1014,rr_debiased,0.25947606797885464,0.12973803398942735
0.25,2000,none,1014,poststratified,0.2482455381306452,0.12412276906532264
0.25,2000,none,1015,raw_frequencies,0.26000000000000006,0.13
0.25,2000,none,1015,rr_debiased,0.09645681649314503,0.048228408246572485
0.25,2000,none,1015,poststratified,0.0912735825623677,0.04563679128118392
0.25,2000,none,1016,raw_frequencies,0.259,0.1295
0.25,2000,none,1016,rr_debiased,0.11676951151545559,0.058384755757727724
0.25,2000,none,1016,poststratified,0.14091646165770202,0.07045823082885094
0.25,2000,none,1017,raw_frequencies,0.2710000000000001,0.1355
0.25,2000,none,1017,rr_debiased,0.24166597325400918,0.12083298662700465
0.25,2000,none,1017,poststratified,0.23868758730837641,0.11934379365418823
0.25,2000,none,1018,raw_frequencies,0.2780000000000001,0.139
0.25,2000,none,1018,rr_debiased,0.3429157132242627,0.17145785661213142
0.25,2000,none,1018,poststratified,0.3142187824991012,0.15710939124955065
0.25,2000,none,1019,raw_frequencies,0.30100000000000005,0.15050000000000002
0.25,2000,none,1019,rr_debiased,0.39958272659725835,0.19979136329862912
0.25,2000,none,1019,poststratified,0.40368246926062795,0.20184123463031395
0.25,2000,none,1020,raw_frequencies,0.24900000000000005,0.1245
0.25,2000,none,1020,rr_debiased,0.22364360141134237,0.11182180070567116
0.25,2000,none,1020,poststratified,0.21981216900848366,0.10990608450424177
0.25,2000,none,1021,raw_frequencies,0.25700000000000006,0.1285
0.25,2000,none,1021,rr_debiased,0.2555187314262156,0.1277593657131078
0.25,2000,none,1021,poststratified,0.24983156033658083,0.12491578016829047
0.25,2000,none,1022,raw_frequencies,0.25900000000000006,0.1295
0.25,2000,none,1022,rr_debiased,0.3970801262997934,0.1985400631498967
0.25,2000,none,1022,poststratified,0.3947767333465773,0.19738836667328863
0.25,2000,none,1023,raw_frequencies,0.27,0.135
0.25,2000,none,1023,rr_debiased,0.1463543183506855,0.07317715917534268
0.25,2000,none,1023,poststratified,0.1571734621766392,0.07858673108831965
0.25,2000,none,1024,raw_frequencies,0.29000000000000004,0.14500000000000002
0.25,2000,none,1024,rr_debiased,0.272395941679061,0.13619797083953045
0.25,2000,none,1024,poststratified,0.28406537766894463,0.1420326888344723
0.25,2000,none,1025,raw_frequencies,0.25400000000000006,0.127
0.25,2000,none,1025,rr_debiased,0.17458168647827188,0.08729084323913588
0.25,2000,none,1025,poststratified,0.194139231209562,0.097069615604781
0.25,2000,none,1026,raw_frequencies,0.268,0.134
0.25,2000,none,1026,rr_debiased,0.10010457838043191,0.050052289190215926
0.25,2000,none,1026,poststratified,0.10203600495047885,0.05101800247523941
0.25,2000,none,1027,raw_frequencies,0.26200000000000007,0.131
0.25,2000,none,1027,rr_debiased,0.1977065564633986,0.09885327823169926
0.25,2000,none,1027,poststratified,0.1860975443830278,0.09304877219151392
0.25,2000,none,1028,raw_frequencies,0.23800000000000004,0.119
0.25,2000,none,1028,rr_debiased,0.37114308135184954,0.18557154067592468
0.25,2000,none,1028,poststratified,0.36735671970389816,0.18367835985194908
0.25,2000,none,1029,raw_frequencies,0.25000000000000006,0.125
0.25,2000,none,1029,rr_debiased,0.3508303863295397,0.17541519316476983
0.25,2000,none,1029,poststratified,0.3476738447630478,0.17383692238152393
0.25,2000,moderate,1000,raw_frequencies,0.25300000000000006,0.1265
0.25,2000,moderate,1000,rr_debiased,0.2786436014113425,0.13932180070567118
0.25,2000,moderate,1000,poststratified,0.1427057457593847,0.07135287287969236
0.25,2000,moderate,1001,raw_frequencies,0.26400000000000007,0.132
0.25,2000,moderate,1001,rr_debiased,0.209268991455962,0.10463449572798095
0.25,2000,moderate,1001,poststratified,0.04365259879400596,0.021826299397003035
0.25,2000,moderate,1002,raw_frequencies,0.26800000000000007,0.134
0.25,2000,moderate,1002,rr_debiased,0.3082284082465726,0.15411420412328625
0.25,2000,moderate,1002,poststratified,0.13966277565446378,0.06983138782723197
0.25,2000,moderate,1003,raw_frequencies,0.23700000000000004,0.1185
0.25,2000,moderate,1003,rr_debiased,0.382705516344413,0.19135275817220648
0.25,2000,moderate,1003,poststratified,0.14358499106703013,0.07179249553351508
0.25,2000,moderate,1004,raw_frequencies,0.2720000000000001,0.136
0.25,2000,moderate,1004,rr_debiased,0.5741644130755306,0.2870822065377654
0.25,2000,moderate,1004,poststratified,0.39776847685914085,0.19888423842957043
0.25,2000,moderate,1005,raw_frequencies,0.26000000000000006,0.13
0.25,2000,moderate,1005,rr_debiased,0.2670811664187791,0.1335405832093895
0.25,2000,moderate,1005,poststratified,0.2979248542805404,0.14896242714027025
0.25,2000,moderate,1006,raw_frequencies,0.2690000000000001,0.1345
0.25,2000,moderate,1006,rr_debiased,0.18385379829119217,0.09192689914559604
0.25,2000,moderate,1006,poststratified,0.2849914922291964,0.1424957461145982
0.25,2000,moderate,1007,raw_frequencies,0.23700000000000004,0.1185
0.25,2000,moderate,1007,rr_debiased,0.613954216195681,0.30697710809784046
0.25,2000,moderate,1007,poststratified,0.4456798220601671,0.22283991103008355
0.25,2000,moderate,1008,raw_frequencies,0.25800000000000006,0.129
0.25,2000,moderate,1008,rr_debiased,0.5098923012626103,0.25494615063130505
0.25,2000,moderate,1008,poststratified,0.46218388291459933,0.23109194145729955
0.25,2000,moderate,1009,raw_frequencies,0.28300000000000003,0.14150000000000001
0.25,2000,moderate,1009,rr_debiased,0.25041623328375595,0.12520811664187792
0.25,2000,moderate,1009,poststratified,0.2139312718436303,0.10696563592181513
0.25,2000,moderate,1010,raw_frequencies,0.26300000000000007,0.1315
0.25,2000,moderate,1010,rr_debiased,0.24395629643365233,0.12197814821682612
0.25,2000,moderate,1010,poststratified,0.35079931811576637,0.17539965905788318
0.25,2000,moderate,1011,raw_frequencies,0.24000000000000005,0.12
0.25,2000,moderate,1011,rr_debiased,0.3057258079491083,0.15286290397455418
0.25,2000,moderate,1011,poststratified,0.3423099284940009,0.17115496424700044
0.25,2000,moderate,1012,raw_frequencies,0.2700000000000001,0.135
0.25,2000,moderate,1012,rr_debiased,0.16947918833581177,0.08473959416790594
0.25,2000,moderate,1012,poststratified,0.06866937246754073,0.034334686233770395
0.25,2000,moderate,1013,raw_frequencies,0.27,0.135
0.25,2000,moderate,1013,rr_debiased,0.12322944836555869,0.0616147241827793
0.25,2000,moderate,1013,poststratified,0.10184044498508624,0.05092022249254308
0.25,2000,moderate,1014,raw_frequencies,0.2790000000000001,0.1395
0.25,2000,moderate,1014,rr_debiased,0.3891654531945164,0.1945827265972582
0.25,2000,moderate,1014,poststratified,0.2698833952948678,0.1349416976474339
0.25,2000,moderate,1015,raw_frequencies,0.2860000000000001,0.14300000000000002
0.25,2000,moderate,1015,rr_debiased,0.34572788818707967,0.1728639440935399
0.25,2000,moderate,1015,poststratified,0.49409395727820116,0.24704697863910055
0.25,2000,moderate,1016,raw_frequencies,0.2810000000000001,0.1405
0.25,2000,moderate,1016,rr_debiased,0.4585400631498968,0.22927003157494835
0.25,2000,moderate,1016,poststratified,0.3354062752304296,0.16770313761521483
0.25,2000,moderate,1017,raw_frequencies,0.274,0.137
0.25,2000,moderate,1017,rr_debiased,0.08739698179804692,0.04369849089902336
0.25,2000,moderate,1017,poststratified,0.2740840201270409,0.13704201006352046
0.25,2000,moderate,1018,raw_frequencies,0.2440000000000001,0.122
0.25,2000,moderate,1018,rr_debiased,0.25947606797885464,0.12973803398942735
0.25,2000,moderate,1018,poststratified,0.15463818668602675,0.07731909334301341
0.25,2000,moderate,1019,raw_frequencies,0.29200000000000004,0.14600000000000002
0.25,2000,moderate,1019,rr_debiased,0.29666597325400956,0.14833298662700478
0.25,2000,moderate,1019,poststratified,0.25061910684546956,0.12530955342273475
0.25,2000,moderate,1020,raw_frequencies,0.2820000000000001,0.14100000000000001
0.25,2000,moderate,1020,rr_debiased,0.45854006314989665,0.22927003157494838
0.25,2000,moderate,1020,poststratified,0.39712927069897813,0.1985646353494891
0.25,2000,moderate,1021,raw_frequencies,0.24700000000000005,0.1235
0.25,2000,moderate,1021,rr_debiased,0.2786436014113424,0.13932180070567118
0.25,2000,moderate,1021,poststratified,0.19735509078672073,0.0986775453933604
0.25,2000,moderate,1022,raw_frequencies,0.26800000000000007,0.134
0.25,2000,moderate,1022,rr_debiased,0.3660405832093895,0.1830202916046948
0.25,2000,moderate,1022,poststratified,0.4620795514675331,0.23103977573376663
0.25,2000,moderate,1023,raw_frequencies,0.23900000000000005,0.1195
0.25,2000,moderate,1023,rr_debiased,0.3172882429416718,0.15864412147083587
0.25,2000,moderate,1023,poststratified,0.37500000000000006,0.1875
0.25,2000,moderate,1024,raw_frequencies,0.29600000000000004,0.14800000000000002
0.25,2000,moderate,1024,rr_debiased,0.3417705516344413,0.17088527581722074
0.25,2000,moderate,1024,poststratified,0.43882227948905134,0.21941113974452564
0.25,2000,moderate,1025,raw_frequencies,0.2960000000000001,0.14800000000000002
0.25,2000,moderate,1025,rr_debiased,0.4497898031201502,0.22489490156007516
0.25,2000,moderate,1025,poststratified,0.694032154095622,0.34701607704781107
0.25,2000,moderate,1026,raw_frequencies,0.24800000000000005,0.124
0.25,2000,moderate,1026,rr_debiased,0.3133309063890326,0.15666545319451625
0.25,2000,moderate,1026,poststratified,0.241152582098888,0.12057629104944408
0.25,2000,moderate,1027,raw_frequencies,0.23100000000000004,0.11549999999999999
0.25,2000,moderate,1027,rr_debiased,0.7264141085226903,0.3632070542613452
0.25,2000,moderate,1027,poststratified,0.7551469763294443,0.3775734881647221
0.25,2000,moderate,1028,raw_frequencies,0.25300000000000006,0.1265
0.25,2000,moderate,1028,rr_debiased,0.16583142644852533,0.08291571322426261
0.25,2000,moderate,1028,poststratified,0.1826520971512552,0.09132604857562754
0.25,2000,moderate,1029,raw_frequencies,0.30300000000000005,0.15150000000000002
0.25,2000,moderate,1029,rr_debiased,0.4227075965823852,0.21135379829119255
0.25,2000,moderate,1029,poststratified,0.6248004710568631,0.31240023552843144
0.25,2000,strong,1000,raw_frequencies,0.28600000000000003,0.14300000000000002
0.25,2000,strong,1000,rr_debiased,0.2735411032688827,0.1367705516344414
0.25,2000,strong,1000,poststratified,0.2687914529005488,0.13439572645027437
0.25,2000,strong,1001,raw_frequencies,0.26,0.13
0.25,2000,strong,1001,rr_debiased,0.07447710809784058,0.03723855404892035
0.25,2000,strong,1001,poststratified,0.21817950273117387,0.10908975136558703
0.25,2000,strong,1002,raw_frequencies,0.26100000000000007,0.1305
0.25,2000,strong,1002,rr_debiased,0.24395629643365227,0.12197814821682612
0.25,2000,strong,1002,poststratified,0.5158897897231274,0.2579448948615637
0.25,2000,strong,1003,raw_frequencies,0.23000000000000004,0.11499999999999999
0.25,2000,strong,1003,rr_debiased,0.4918633278402417,0.24593166392012084
0.25,2000,strong,1003,poststratified,0.464517446566706,0.232258723283353
0.25,2000,strong,1004,raw_frequencies,0.24500000000000005,0.1225
0.25,2000,strong,1004,rr_debiased,0.3133309063890326,0.15666545319451625
0.25,2000,strong,1004,poststratified,0.3266238362688807,0.16331191813444035
0.25,2000,strong,1005,raw_frequencies,0.269,0.1345
0.25,2000,strong,1005,rr_debiased,0.09135431835068542,0.04567715917534265
0.25,2000,strong,1005,poststratified,0.31821532043128886,0.15910766021564446
0.25,2000,strong,1006,raw_frequencies,0.2760000000000001,0.138
0.25,2000,strong,1006,rr_debiased,0.3082284082465725,0.1541142041232863
0.25,2000,strong,1006,poststratified,0.37499999999999983,0.1875
0.25,2000,strong,1007,raw_frequencies,0.256,0.128
0.25,2000,strong,1007,rr_debiased,0.12072684806809422,0.06036342403404707
0.25,2000,strong,1007,poststratified,0.23995780615209122,0.1199789030760457
0.25,2000,strong,1008,raw_frequencies,0.2730000000000001,0.1365
0.25,2000,strong,1008,rr_debiased,0.5741644130755307,0.2870822065377654
0.25,2000,strong,1008,poststratified,0.42670713219767054,0.21335356609883538
0.25,2000,strong,1009,raw_frequencies,0.23700000000000004,0.1185
0.25,2000,strong,1009,rr_debiased,0.34041311292679843,0.17020655646339927
0.25,2000,strong,1009,poststratified,0.5391639592215798,0.2695819796107898
0.25,2000,strong,1010,raw_frequencies,0.26200000000000007,0.131
0.25,2000,strong,1010,rr_debiased,0.5445796062403006,0.2722898031201502
0.25,2000,strong,1010,poststratified,0.457335580933182,0.22866779046659097
0.25,2000,strong,1011,raw_frequencies,0.25200000000000006,0.126
0.25,2000,strong,1011,rr_debiased,0.1669765880383475,0.08348829401917382
0.25,2000,strong,1011,poststratified,0.2750641539400762,0.137532076970038
0.25,2000,strong,1012,raw_frequencies,0.25900000000000006,0.1295
0.25,2000,strong,1012,rr_debiased,0.5677044762254273,0.2838522381127136
0.25,2000,strong,1012,poststratified,0.6508778573507218,0.3254389286753608
0.25,2000,strong,1013,raw_frequencies,0.26600000000000007,0.133
0.25,2000,strong,1013,rr_debiased,0.39426795133697645,0.19713397566848817
0.25,2000,strong,1013,poststratified,0.31929269597470245,0.15964634798735122
0.25,2000,strong,1014,raw_frequencies,0.24900000000000005,0.1245
0.25,2000,strong,1014,rr_debiased,0.23239386144108892,0.11619693072054443
0.25,2000,strong,1014,poststratified,0.06164100221834054,0.030820501109170284
0.25,2000,strong,1015,raw_frequencies,0.2690000000000001,0.1345
0.25,2000,strong,1015,rr_debiased,0.11447918833581175,0.057239594167905916
0.25,2000,strong,1015,poststratified,0.6057366296471678,0.3028683148235839
0.25,2000,strong,1016,raw_frequencies,0.25700000000000006,0.1285
0.25,2000,strong,1016,rr_debiased,0.44051769130723,0.22025884565361503
0.25,2000,strong,1016,poststratified,0.3011626136315225,0.15058130681576115
0.25,2000,strong,1017,raw_frequencies,0.2790000000000001,0.1395
0.25,2000,strong,1017,rr_debiased,0.7129136329862915,0.35645681649314576
0.25,2000,strong,1017,poststratified,0.5232429392735243,0.2616214696367621
0.25,2000,strong,1018,raw_frequencies,0.21100000000000002,0.10549999999999998
0.25,2000,strong,1018,rr_debiased,0.5313545662139847,0.2656772831069923
0.25,2000,strong,1018,poststratified,0.37499999999999983,0.1875
0.25,2000,strong,1019,raw_frequencies,0.319,0.15949999999999998
0.25,2000,strong,1019,rr_debiased,0.6077065564633986,0.3038532782316993
0.25,2000,strong,1019,poststratified,0.5846374200254276,0.2923187100127137
0.25,2000,strong,1020,raw_frequencies,0.2730000000000001,0.1365
0.25,2000,strong,1020,rr_debiased,0.27354110326888237,0.13677055163444124
0.25,2000,strong,1020,poststratified,0.32535762431390236,0.16267881215695112
0.25,2000,strong,1021,raw_frequencies,0.2820000000000001,0.14100000000000001
0.25,2000,strong,1021,rr_debiased,0.5163522381127136,0.25817611905635685
0.25,2000,strong,1021,poststratified,0.6378123612608857,0.3189061806304428
0.25,2000,strong,1022,raw_frequencies,0.2870000000000001,0.14350000000000002
0.25,2000,strong,1022,rr_debiased,0.31104058320938943,0.15552029160469477
0.25,2000,strong,1022,poststratified,0.5899634353696781,0.29498171768483905
0.25,2000,strong,1023,raw_frequencies,0.24400000000000005,0.122
0.25,2000,strong,1023,rr_debiased,0.40583038632953977,0.20291519316476986
0.25,2000,strong,1023,poststratified,0.45325264320405095,0.22662632160202545
0.25,2000,strong,1024,raw_frequencies,0.2750000000000001,0.1375
0.25,2000,strong,1024,rr_debiased,0.5741644130755307,0.2870822065377654
0.25,2000,strong,1024,poststratified,0.39400167365800803,0.197000836829004
0.25,2000,strong,1025,raw_frequencies,0.2730000000000001,0.1365
0.25,2000,strong,1025,rr_debiased,0.37760301820195297,0.1888015091009765
0.25,2000,strong,1025,poststratified,0.36421889572577815,0.18210944786288913
0.25,2000,strong,1026,raw_frequencies,0.25700000000000006,0.1285
0.25,2000,strong,1026,rr_debiased,0.4867674312774836,0.2433837156387419
0.25,2000,strong,1026,poststratified,0.6351931761228647,0.31759658806143237
0.25,2000,strong,1027,raw_frequencies,0.2820000000000001,0.14100000000000001
0.25,2000,strong,1027,rr_debiased,0.45854006314989665,0.22927003157494838
0.25,2000,strong,1027,poststratified,0.3759421815250617,0.18797109076253088
0.25,2000,strong,1028,raw_frequencies,0.26400000000000007,0.132
0.25,2000,strong,1028,rr_debiased,0.6602039561659345,0.3301019780829672
0.25,2000,strong,1028,poststratified,0.6281115834600434,0.31405579173002174
0.25,2000,strong,1029,raw_frequencies,0.26000000000000006,0.13
0.25,2000,strong,1029,rr_debiased,0.2902060364039058,0.14510301820195287
0.25,2000,strong,1029,poststratified,0.6809006030242181,0.34045030151210903
0.5,250,none,1000,raw_frequencies,0.26500000000000007,0.1325
0.5,250,none,1000,rr_debiased,0.14333609467941105,0.07166804733970555
0.5,250,none,1000,poststratified,0.19695710487683182,0.09847855243841597
0.5,250,none,1001,raw_frequencies,0.2810000000000001,0.1405
0.5,250,none,1001,rr_debiased,0.2333278106411774,0.11666390532058879
0.5,250,none,1001,poststratified,0.16614020432255627,0.08307010216127814
0.5,250,none,1002,raw_frequencies,0.193,0.09649999999999997
0.5,250,none,1002,rr_debiased,0.4866059170529534,0.24330295852647665
0.5,250,none,1002,poststratified,0.46766362709568104,0.23383181354784044
0.5,250,none,1003,raw_frequencies,0.25700000000000006,0.1285
0.5,250,none,1003,rr_debiased,0.2233236686220606,0.11166183431103038
0.5,250,none,1003,poststratified,0.2445173698449406,0.12225868492247027
0.5,250,none,1004,raw_frequencies,0.20900000000000007,0.10449999999999998
0.5,250,none,1004,rr_debiased,0.1732905324691263,0.08664526623456316
0.5,250,none,1004,poststratified,0.1791670923524838,0.08958354617624194
0.5,250,none,1005,raw_frequencies,0.24900000000000005,0.1245
0.5,250,none,1005,rr_debiased,0.13333195266029416,0.06666597633014709
0.5,250,none,1005,poststratified,0.1698068692588353,0.08490343462941763
0.5,250,none,1006,raw_frequencies,0.19300000000000006,0.09649999999999997
0.5,250,none,1006,rr_debiased,0.2716307691676545,0.1358153845838272
0.5,250,none,1006,poststratified,0.20549223852412646,0.10274611926206323
0.5,250,none,1007,raw_frequencies,0.21700000000000003,0.10849999999999999
0.5,250,none,1007,rr_debiased,0.22663491118677104,0.11331745559338552
0.5,250,none,1007,poststratified,0.25239489515138963,0.1261974475756948
0.5,250,none,1008,raw_frequencies,0.26500000000000007,0.1325
0.5,250,none,1008,rr_debiased,0.4133112425647104,0.20665562128235518
0.5,250,none,1008,poststratified,0.45388676659161986,0.22694338329580996
0.5,250,none,1009,raw_frequencies,0.24900000000000005,0.1245
0.5,250,none,1009,rr_debiased,0.23332781064117744,0.11666390532058873
0.5,250,none,1009,poststratified,0.2581112753854377,0.12905563769271883
0.5,250,none,1010,raw_frequencies,0.24100000000000005,0.1205
0.5,250,none,1010,rr_debiased,0.09834023669852784,0.049170118349263936
0.5,250,none,1010,poststratified,0.11221913835389757,0.056109569176948704
0.5,250,none,1011,raw_frequencies,0.20900000000000002,0.10449999999999998
0.5,250,none,1011,rr_debiased,0.39661420109118706,0.19830710054559353
0.5,250,none,1011,poststratified,0.29683991200018195,0.14841995600009095
0.5,250,none,1012,raw_frequencies,0.26500000000000007,0.1325
0.5,250,none,1012,rr_debiased,0.22332366862206066,0.11166183431103033
0.5,250,none,1012,poststratified,0.18875904985156405,0.094379524925782
0.5,250,none,1013,raw_frequencies,0.1770000000000001,0.08850000000000002
0.5,250,none,1013,rr_debiased,0.35327396439265857,0.1766369821963293
0.5,250,none,1013,poststratified,0.3750000000000001,0.1875
0.5,250,none,1014,raw_frequencies,0.24100000000000005,0.1205
0.5,250,none,1014,rr_debiased,0.22332366862206063,0.11166183431103033
0.5,250,none,1014,poststratified,0.24346391834494852,0.12173195917247431
0.5,250,none,1015,raw_frequencies,0.21700000000000003,0.10849999999999999
0.5,250,none,1015,rr_debiased,0.21663076916765417,0.10831538458382706
0.5,250,none,1015,poststratified,0.18157094221818051,0.09078547110909019
0.5,250,none,1016,raw_frequencies,0.2810000000000001,0.1405
0.5,250,none,1016,rr_debiased,0.368315384583827,0.1841576922919136
0.5,250,none,1016,poststratified,0.3601641827147506,0.18008209135737535
0.5,250,none,1017,raw_frequencies,0.265,0.1325
0.5,250,none,1017,rr_debiased,0.14168047339705608,0.07084023669852801
0.5,250,none,1017,poststratified,0.16419949344783624,0.08209974672391812
0.5,250,none,1018,raw_frequencies,0.3530000000000001,0.1765
0.5,250,none,1018,rr_debiased,0.6366349111867713,0.31831745559338565
0.5,250,none,1018,poststratified,0.6093034675257312,0.30465173376286553
0.5,250,none,1019,raw_frequencies,0.1690000000000001,0.08450000000000002
0.5,250,none,1019,rr_debiased,0.37499999999999994,0.1875
0.5,250,none,1019,poststratified,0.37499999999999994,0.1875
0.5,250,none,1020,raw_frequencies,0.2730000000000001,0.1365
0.5,250,none,1020,rr_debiased,0.32331952660294383,0.16165976330147191
0.5,250,none,1020,poststratified,0.4155121270006873,0.20775606350034367
0.5,250,none,1021,raw_frequencies,0.201,0.10049999999999998
0.5,250,none,1021,rr_debiased,0.45161420109118705,0.22580710054559344
0.5,250,none,1021,poststratified,0.4712653705290286,0.23563268526451425
0.5,250,none,1022,raw_frequencies,0.26500000000000007,0.1325
0.5,250,none,1022,rr_debiased,0.5932946744882432,0.2966473372441216
0.5,250,none,1022,poststratified,0.5520263077334149,0.27601315386670744
