epsilon,n_respondents,bias,seed,method,l1_error,max_abs_error
0.5,2000,none,1019,poststratified,0.2165402926218117,0.10827014631090587
0.5,2000,none,1020,raw_frequencies,0.24800000000000005,0.124
0.5,2000,none,1020,rr_debiased,0.0770871301841902,0.03854356509209511
0.5,2000,none,1020,poststratified,0.06683576756158,0.033417883780790025
0.5,2000,none,1021,raw_frequencies,0.23200000000000004,0.11599999999999999
0.5,2000,none,1021,rr_debiased,0.047896301739342034,0.023948150869671003
0.5,2000,none,1021,poststratified,0.04136358307915991,0.02068179153957994
0.5,2000,none,1022,raw_frequencies,0.30400000000000005,0.15200000000000002
0.5,2000,none,1022,rr_debiased,0.3610352810538617,0.1805176405269308
0.5,2000,none,1022,poststratified,0.3677011127896709,0.18385055639483538
0.5,2000,none,1023,raw_frequencies,0.20200000000000007,0.10099999999999998
0.5,2000,none,1023,rr_debiased,0.21266190820239916,0.10633095410119957
0.5,2000,none,1023,poststratified,0.20974144823967483,0.10487072411983744
0.5,2000,none,1024,raw_frequencies,0.24700000000000005,0.1235
0.5,2000,none,1024,rr_debiased,0.12208298816507338,0.06104149408253673
0.5,2000,none,1024,poststratified,0.10427007610501521,0.052135038052507576
0.5,2000,none,1025,raw_frequencies,0.22700000000000004,0.11349999999999999
0.5,2000,none,1025,rr_debiased,0.14789215972022532,0.07394607986011265
0.5,2000,none,1025,poststratified,0.1448168983460798,0.0724084491730399
0.5,2000,none,1026,raw_frequencies,0.23700000000000004,0.1185
0.5,2000,none,1026,rr_debiased,0.12101457095827733,0.06050728547913864
0.5,2000,none,1026,poststratified,0.12241075066302826,0.0612053753315141
0.5,2000,none,1027,raw_frequencies,0.19000000000000006,0.09499999999999997
0.5,2000,none,1027,rr_debiased,0.28015569517372396,0.140077847586862
0.5,2000,none,1027,poststratified,0.27667913827965257,0.1383395691398263
0.5,2000,none,1028,raw_frequencies,0.23100000000000004,0.11549999999999999
0.5,2000,none,1028,rr_debiased,0.19851249994871895,0.09925624997435945
0.5,2000,none,1028,poststratified,0.19245242443496244,0.09622621221748123
0.5,2000,none,1029,raw_frequencies,0.257,0.1285
0.5,2000,none,1029,rr_debiased,0.09668461541617285,0.048342307708086396
0.5,2000,none,1029,poststratified,0.09541916888330257,0.04770958444165127
0.5,2000,moderate,1000,raw_frequencies,0.265,0.1325
0.5,2000,moderate,1000,rr_debiased,0.14168047339705603,0.07084023669852801
0.5,2000,moderate,1000,poststratified,0.1711076663377371,0.08555383316886855
0.5,2000,moderate,1001,raw_frequencies,0.29300000000000004,0.14650000000000002
0.5,2000,moderate,1001,rr_debiased,0.2991659763301473,0.1495829881650736
0.5,2000,moderate,1001,poststratified,0.2796355839687881,0.13981779198439404
0.5,2000,moderate,1002,raw_frequencies,0.2350000000000001,0.1175
0.5,2000,moderate,1002,rr_debiased,0.0691494082536799,0.03457470412683994
0.5,2000,moderate,1002,poststratified,0.03541725488334499,0.01770862744167251
0.5,2000,moderate,1003,raw_frequencies,0.201,0.10049999999999998
0.5,2000,moderate,1003,rr_debiased,0.282879733662875,0.14143986683143744
0.5,2000,moderate,1003,poststratified,0.16801849742390929,0.08400924871195463
0.5,2000,moderate,1004,raw_frequencies,0.22100000000000003,0.11049999999999999
0.5,2000,moderate,1004,rr_debiased,0.2828797336628751,0.14143986683143756
0.5,2000,moderate,1004,poststratified,0.17161405373733352,0.0858070268686668
0.5,2000,moderate,1005,raw_frequencies,0.2390000000000001,0.1195
0.5,2000,moderate,1005,rr_debiased,0.018529068025186307,0.00926453401259314
0.5,2000,moderate,1005,poststratified,0.14263350672099423,0.07131675336049714
0.5,2000,moderate,1006,raw_frequencies,0.24700000000000005,0.1235
0.5,2000,moderate,1006,rr_debiased,0.37393986683143754,0.18696993341571877
0.5,2000,moderate,1006,poststratified,0.26129307473264507,0.1306465373663226
0.5,2000,moderate,1007,raw_frequencies,0.23700000000000004,0.1185
0.5,2000,moderate,1007,rr_debiased,0.12539423072978376,0.06269711536489181
0.5,2000,moderate,1007,poststratified,0.022567802237195622,0.011283901118597839
0.5,2000,moderate,1008,raw_frequencies,0.2290000000000001,0.11449999999999999
0.5,2000,moderate,1008,rr_debiased,0.060800887516918145,0.030400443758459128
0.5,2000,moderate,1008,poststratified,0.2747716001942033,0.13738580009710166
0.5,2000,moderate,1009,raw_frequencies,0.25000000000000006,0.125
0.5,2000,moderate,1009,rr_debiased,0.17708298816507345,0.0885414940825367
0.5,2000,moderate,1009,poststratified,0.06623064016494276,0.03311532008247142
0.5,2000,moderate,1010,raw_frequencies,0.24900000000000005,0.1245
0.5,2000,moderate,1010,rr_debiased,0.1208381656889694,0.06041908284448472
0.5,2000,moderate,1010,poststratified,0.07577979733198498,0.03788989866599246
0.5,2000,moderate,1011,raw_frequencies,0.2370000000000001,0.1185
0.5,2000,moderate,1011,rr_debiased,0.052275961510848734,0.02613798075542434
0.5,2000,moderate,1011,poststratified,0.12003066565193293,0.06001533282596644
0.5,2000,moderate,1012,raw_frequencies,0.21400000000000008,0.10699999999999998
0.5,2000,moderate,1012,rr_debiased,0.14516812123107425,0.07258406061553714
0.5,2000,moderate,1012,poststratified,0.1461890985746213,0.07309454928731068
0.5,2000,moderate,1013,raw_frequencies,0.21900000000000008,0.10949999999999999
0.5,2000,moderate,1013,rr_debiased,0.14226767747261523,0.07113383873630758
0.5,2000,moderate,1013,poststratified,0.12502173570621042,0.06251086785310517
0.5,2000,moderate,1014,raw_frequencies,0.25000000000000006,0.125
0.5,2000,moderate,1014,rr_debiased,0.2108298816507359,0.10541494082536795
0.5,2000,moderate,1014,poststratified,0.10679786269389008,0.05339893134694507
0.5,2000,moderate,1015,raw_frequencies,0.26700000000000007,0.1335
0.5,2000,moderate,1015,rr_debiased,0.23895229288878783,0.11947614644439392
0.5,2000,moderate,1015,poststratified,0.2019412290408683,0.10097061452043415
0.5,2000,moderate,1016,raw_frequencies,0.26000000000000006,0.13
0.5,2000,moderate,1016,rr_debiased,0.11355806215900424,0.05677903107950208
0.5,2000,moderate,1016,poststratified,0.25360711384675205,0.12680355692337608
0.5,2000,moderate,1017,raw_frequencies,0.22900000000000004,0.11449999999999999
0.5,2000,moderate,1017,rr_debiased,0.226634911186771,0.11331745559338552
0.5,2000,moderate,1017,poststratified,0.05556726681892224,0.02778363340946116
0.5,2000,moderate,1018,raw_frequencies,0.24500000000000005,0.1225
0.5,2000,moderate,1018,rr_debiased,0.06021368344135897,0.030106841720679567
0.5,2000,moderate,1018,poststratified,0.0975416653155235,0.048770832657761776
0.5,2000,moderate,1019,raw_frequencies,0.24200000000000005,0.121
0.5,2000,moderate,1019,rr_debiased,0.20520539940312543,0.10260269970156272
0.5,2000,moderate,1019,poststratified,0.09797738620570925,0.04898869310285464
0.5,2000,moderate,1020,raw_frequencies,0.23000000000000004,0.11499999999999999
0.5,2000,moderate,1020,rr_debiased,0.11976974848217334,0.05988487424108663
0.5,2000,moderate,1020,poststratified,0.07357900220712302,0.03678950110356152
0.5,2000,moderate,1021,raw_frequencies,0.25900000000000006,0.1295
0.5,2000,moderate,1021,rr_debiased,0.143336094679411,0.07166804733970555
0.5,2000,moderate,1021,poststratified,0.18827606127499202,0.09413803063749604
0.5,2000,moderate,1022,raw_frequencies,0.267,0.1335
0.5,2000,moderate,1022,rr_debiased,0.1529294378922768,0.07646471894613838
0.5,2000,moderate,1022,poststratified,0.28810315959386873,0.1440515797969344
0.5,2000,moderate,1023,raw_frequencies,0.2700000000000001,0.135
0.5,2000,moderate,1023,rr_debiased,0.283948150869671,0.1419740754348356
0.5,2000,moderate,1023,poststratified,0.2041362559668654,0.10206812798343262
0.5,2000,moderate,1024,raw_frequencies,0.22600000000000003,0.11299999999999999
0.5,2000,moderate,1024,rr_debiased,0.2772552514152645,0.13862762570763226
0.5,2000,moderate,1024,poststratified,0.16543580778515046,0.08271790389257522
0.5,2000,moderate,1025,raw_frequencies,0.191,0.09549999999999997
0.5,2000,moderate,1025,rr_debiased,0.37849593187225183,0.18924796593612586
0.5,2000,moderate,1025,poststratified,0.31255348079107326,0.15627674039553668
0.5,2000,moderate,1026,raw_frequencies,0.19300000000000006,0.09649999999999997
0.5,2000,moderate,1026,rr_debiased,0.26328224843089276,0.1316411242154464
0.5,2000,moderate,1026,poststratified,0.20732931944950178,0.10366465972475086
0.5,2000,moderate,1027,raw_frequencies,0.21800000000000008,0.10899999999999999
0.5,2000,moderate,1027,rr_debiased,0.12267019224063264,0.061335096120316346
0.5,2000,moderate,1027,poststratified,0.22278269406090312,0.1113913470304515
0.5,2000,moderate,1028,raw_frequencies,0.24800000000000005,0.124
0.5,2000,moderate,1028,rr_debiased,0.17708298816507348,0.08854149408253675
0.5,2000,moderate,1028,poststratified,0.03574213613781313,0.017871068068906593
0.5,2000,moderate,1029,raw_frequencies,0.24200000000000005,0.121
0.5,2000,moderate,1029,rr_debiased,0.19958091715551507,0.09979045857775753
0.5,2000,moderate,1029,poststratified,0.12675040389560316,0.06337520194780166
0.5,2000,strong,1000,raw_frequencies,0.25100000000000006,0.1255
0.5,2000,strong,1000,rr_debiased,0.31769504435533347,0.1588475221776668
0.5,2000,strong,1000,poststratified,0.12414314332940907,0.062071571664704506
0.5,2000,strong,1001,raw_frequencies,0.23100000000000004,0.11549999999999999
0.5,2000,strong,1001,rr_debiased,0.20976146444393978,0.10488073222196986
0.5,2000,strong,1001,poststratified,0.13816342213894117,0.06908171106947059
0.5,2000,strong,1002,raw_frequencies,0.2310000000000001,0.11549999999999999
0.5,2000,strong,1002,rr_debiased,0.06352492600606954,0.0317624630030347
0.5,2000,strong,1002,poststratified,0.2585593498019799,0.12927967490098996
0.5,2000,strong,1003,raw_frequencies,0.24700000000000005,0.1235
0.5,2000,strong,1003,rr_debiased,0.13208713018419024,0.06604356509209519
0.5,2000,strong,1003,poststratified,0.20668833618297922,0.10334416809148961
0.5,2000,strong,1004,raw_frequencies,0.24000000000000005,0.12
0.5,2000,strong,1004,rr_debiased,0.3795643490790479,0.189782174539524
0.5,2000,strong,1004,poststratified,0.182104410362333,0.09105220518116647
0.5,2000,strong,1005,raw_frequencies,0.24200000000000005,0.121
0.5,2000,strong,1005,rr_debiased,0.23332781064117752,0.11666390532058873
0.5,2000,strong,1005,poststratified,0.13300319256733148,0.06650159628366575
0.5,2000,strong,1006,raw_frequencies,0.202,0.10099999999999998
0.5,2000,strong,1006,rr_debiased,0.37287144962464136,0.18643572481232068
0.5,2000,strong,1006,poststratified,0.19956997592954248,0.0997849879647712
0.5,2000,strong,1007,raw_frequencies,0.21800000000000008,0.10899999999999999
0.5,2000,strong,1007,rr_debiased,0.12539423072978406,0.06269711536489198
0.5,2000,strong,1007,poststratified,0.34549743882277617,0.1727487194113881
0.5,2000,strong,1008,raw_frequencies,0.19300000000000006,0.09649999999999997
0.5,2000,strong,1008,rr_debiased,0.26328224843089276,0.1316411242154464
0.5,2000,strong,1008,poststratified,0.11727015248022707,0.05863507624011349
0.5,2000,strong,1009,raw_frequencies,0.21100000000000002,0.10549999999999998
0.5,2000,strong,1009,rr_debiased,0.2603818046724334,0.1301909023362166
0.5,2000,strong,1009,poststratified,0.34336026165356015,0.17168013082678002
0.5,2000,strong,1010,raw_frequencies,0.24100000000000005,0.1205
0.5,2000,strong,1010,rr_debiased,0.21645436389834624,0.10822718194917313
0.5,2000,strong,1010,poststratified,0.2756717414965631,0.13783587074828152
0.5,2000,strong,1011,raw_frequencies,0.21100000000000002,0.10549999999999998
0.5,2000,strong,1011,rr_debiased,0.4178673076055246,0.20893365380276224
0.5,2000,strong,1011,poststratified,0.10016513738614913,0.050082568693074536
0.5,2000,strong,1012,raw_frequencies,0.22100000000000003,0.11049999999999999
0.5,2000,strong,1012,rr_debiased,0.3222511093961479,0.16112555469807394
0.5,2000,strong,1012,poststratified,0.17557549392856858,0.08778774696428437
0.5,2000,strong,1013,raw_frequencies,0.23200000000000004,0.11599999999999999
0.5,2000,strong,1013,rr_debiased,0.11976974848217328,0.05988487424108663
0.5,2000,strong,1013,poststratified,0.19237863394491306,0.09618931697245647
0.5,2000,strong,1014,raw_frequencies,0.21800000000000003,0.10899999999999999
0.5,2000,strong,1014,rr_debiased,0.2547573224248231,0.12737866121241154
0.5,2000,strong,1014,poststratified,0.1325334352481119,0.06626671762405595
0.5,2000,strong,1015,raw_frequencies,0.22700000000000004,0.11349999999999999
0.5,2000,strong,1015,rr_debiased,0.2547573224248231,0.12737866121241154
0.5,2000,strong,1015,poststratified,0.2587189164599434,0.12935945822997164
0.5,2000,strong,1016,raw_frequencies,0.22800000000000004,0.11399999999999999
0.5,2000,strong,1016,rr_debiased,0.32225110939614776,0.16112555469807383
0.5,2000,strong,1016,poststratified,0.4748894733883334,0.2374447366941667
0.5,2000,strong,1017,raw_frequencies,0.22100000000000009,0.11049999999999999
0.5,2000,strong,1017,rr_debiased,0.10579674549780144,0.052898372748900746
0.5,2000,strong,1017,poststratified,0.21956428169485992,0.10978214084742993
0.5,2000,strong,1018,raw_frequencies,0.24900000000000005,0.1245
0.5,2000,strong,1018,rr_debiased,0.19958091715551504,0.09979045857775753
0.5,2000,strong,1018,poststratified,0.25134046435628427,0.12567023217814216
0.5,2000,strong,1019,raw_frequencies,0.21200000000000008,0.10599999999999998
0.5,2000,strong,1019,rr_debiased,0.15641708572629504,0.07820854286314756
0.5,2000,strong,1019,poststratified,0.0754417624940138,0.03772088124700684
0.5,2000,strong,1020,raw_frequencies,0.21300000000000008,0.10649999999999998
0.5,2000,strong,1020,rr_debiased,0.15914112421544646,0.07957056210772323
0.5,2000,strong,1020,poststratified,0.05237177117173092,0.026185885585865487
0.5,2000,strong,1021,raw_frequencies,0.23000000000000004,0.11499999999999999
0.5,2000,strong,1021,rr_debiased,0.226634911186771,0.11331745559338552
0.5,2000,strong,1021,poststratified,0.13616436852837804,0.068082184264189
0.5,2000,strong,1022,raw_frequencies,0.196,0.09799999999999998
0.5,2000,strong,1022,rr_debiased,0.30537766265331656,0.15268883132665828
0.5,2000,strong,1022,poststratified,0.34701791728573617,0.1735089586428681
0.5,2000,strong,1023,raw_frequencies,0.19700000000000006,0.09849999999999998
0.5,2000,strong,1023,rr_debiased,0.28850421591048575,0.14425210795524285
0.5,2000,strong,1023,poststratified,0.431748456854773,0.21587422842738646
0.5,2000,strong,1024,raw_frequencies,0.24400000000000005,0.122
0.5,2000,strong,1024,rr_debiased,0.2052053994031254,0.10260269970156272
0.5,2000,strong,1024,poststratified,0.12959640861953636,0.06479820430976818
0.5,2000,strong,1025,raw_frequencies,0.23900000000000005,0.1195
0.5,2000,strong,1025,rr_debiased,0.2547573224248231,0.12737866121241154
0.5,2000,strong,1025,poststratified,0.1414315123325532,0.07071575616627662
0.5,2000,strong,1026,raw_frequencies,0.23600000000000004,0.118
0.5,2000,strong,1026,rr_debiased,0.34474903838658943,0.17237451919329466
0.5,2000,strong,1026,poststratified,0.02723751844657102,0.013618759223285537
0.5,2000,strong,1027,raw_frequencies,0.22900000000000004,0.11449999999999999
0.5,2000,strong,1027,rr_debiased,0.35599800288181027,0.17799900144090514
0.5,2000,strong,1027,poststratified,0.26027550381374204,0.130137751906871
0.5,2000,strong,1028,raw_frequencies,0.21800000000000003,0.10899999999999999
0.5,2000,strong,1028,rr_debiased,0.2041369821963294,0.10206849109816468
0.5,2000,strong,1028,poststratified,0.14325726302974268,0.07162863151487131
0.5,2000,strong,1029,raw_frequencies,0.24400000000000005,0.122
0.5,2000,strong,1029,rr_debiased,0.2220788461459566,0.11103942307297832
0.5,2000,strong,1029,poststratified,0.05244376723845806,0.026221883619229003
1.0,250,none,1000,raw_frequencies,0.12100000000000005,0.0605
1.0,250,none,1000,rr_debiased,0.17697207391709507,0.08848603695854756
1.0,250,none,1000,poststratified,0.1817249961524332,0.0908624980762166
1.0,250,none,1001,raw_frequencies,0.19300000000000006,0.09649999999999997
1.0,250,none,1001,rr_debiased,0.09278604979549934,0.04639302489774971
1.0,250,none,1001,poststratified,0.11888308267174863,0.05944154133587437
1.0,250,none,1002,raw_frequencies,0.14500000000000007,0.07250000000000001
1.0,250,none,1002,rr_debiased,0.2367255646774581,0.1183627823387291
1.0,250,none,1002,poststratified,0.19684442064103652,0.09842221032051823
1.0,250,none,1003,raw_frequencies,0.20900000000000002,0.10449999999999998
1.0,250,none,1003,rr_debiased,0.18065581365495453,0.09032790682747732
1.0,250,none,1003,poststratified,0.17974492540238587,0.08987246270119292
1.0,250,none,1004,raw_frequencies,0.23300000000000004,0.11649999999999999
1.0,250,none,1004,rr_debiased,0.27942790040900145,0.13971395020450078
1.0,250,none,1004,poststratified,0.25521977116641253,0.1276098855832063
1.0,250,none,1005,raw_frequencies,0.201,0.10049999999999998
1.0,250,none,1005,rr_debiased,0.24655813654954611,0.12327906827477303
1.0,250,none,1005,poststratified,0.19318341704303552,0.09659170852151777
1.0,250,none,1006,raw_frequencies,0.22500000000000003,0.11249999999999999
1.0,250,none,1006,rr_debiased,0.2574604594441376,0.12873022972206882
1.0,250,none,1006,poststratified,0.23066496037019807,0.115332480185099
1.0,250,none,1007,raw_frequencies,0.26400000000000007,0.13200000000000006
1.0,250,none,1007,rr_debiased,0.4222976642684569,0.2111488321342285
1.0,250,none,1007,poststratified,0.44587469069101454,0.22293734534550727
1.0,250,none,1008,raw_frequencies,0.15300000000000002,0.07650000000000001
1.0,250,none,1008,rr_debiased,0.19279068274773045,0.09639534137386518
1.0,250,none,1008,poststratified,0.2136067785330392,0.10680338926651956
1.0,250,none,1009,raw_frequencies,0.201,0.10049999999999998
1.0,250,none,1009,rr_debiased,0.10368837269009062,0.051844186345045284
1.0,250,none,1009,poststratified,0.13669677679155806,0.06834838839577906
1.0,250,none,1010,raw_frequencies,0.20100000000000007,0.10049999999999998
1.0,250,none,1010,rr_debiased,0.04885116786577162,0.024425583932885797
1.0,250,none,1010,poststratified,0.05614237902000402,0.02807118951000198
1.0,250,none,1011,raw_frequencies,0.20899999999999996,0.10450000000000004
1.0,250,none,1011,rr_debiased,0.36729766426845684,0.18364883213422842
1.0,250,none,1011,poststratified,0.3893464225530456,0.19467321127652282
1.0,250,none,1012,raw_frequencies,0.15300000000000008,0.07650000000000001
1.0,250,none,1012,rr_debiased,0.18188835985313917,0.09094417992656956
1.0,250,none,1012,poststratified,0.2192765391597961,0.10963826957989803
1.0,250,none,1013,raw_frequencies,0.21700000000000003,0.10849999999999999
1.0,250,none,1013,rr_debiased,0.25746045944413765,0.12873022972206882
1.0,250,none,1013,poststratified,0.2672671323771577,0.1336335661885789
1.0,250,none,1014,raw_frequencies,0.23300000000000004,0.11649999999999999
1.0,250,none,1014,rr_debiased,0.16959069558468215,0.0847953477923411
1.0,250,none,1014,poststratified,0.1429952646707382,0.0714976323353691
1.0,250,none,1015,raw_frequencies,0.1690000000000001,0.08450000000000002
1.0,250,none,1015,rr_debiased,0.04516742812791194,0.022583714063956012
1.0,250,none,1015,poststratified,0.05804837475018271,0.02902418737509138
1.0,250,none,1016,raw_frequencies,0.313,0.15649999999999997
1.0,250,none,1016,rr_debiased,0.3502465092396368,0.17512325461981837
1.0,250,none,1016,poststratified,0.29342722740668725,0.14671361370334357
1.0,250,none,1017,raw_frequencies,0.24900000000000005,0.1245
1.0,250,none,1017,rr_debiased,0.1745069815207263,0.0872534907603631
1.0,250,none,1017,poststratified,0.17073967382792632,0.08536983691396316
1.0,250,none,1018,raw_frequencies,0.13700000000000007,0.0685
1.0,250,none,1018,rr_debiased,0.18188835985313917,0.09094417992656956
1.0,250,none,1018,poststratified,0.16975652764629046,0.08487826382314523
1.0,250,none,1019,raw_frequencies,0.21600000000000003,0.10800000000000004
1.0,250,none,1019,rr_debiased,0.3795953285369135,0.18979766426845673
1.0,250,none,1019,poststratified,0.3681810269676401,0.18409051348382005
1.0,250,none,1020,raw_frequencies,0.23300000000000004,0.11649999999999999
1.0,250,none,1020,rr_debiased,0.191558136549546,0.09577906827477306
1.0,250,none,1020,poststratified,0.19410687260920517,0.09705343630460267
1.0,250,none,1021,raw_frequencies,0.22500000000000003,0.11249999999999999
1.0,250,none,1021,rr_debiased,0.13672093172522687,0.06836046586261346
1.0,250,none,1021,poststratified,0.14597382378630525,0.07298691189315265
1.0,250,none,1022,raw_frequencies,0.12899999999999995,0.0645
1.0,250,none,1022,rr_debiased,0.34656276950177733,0.1732813847508886
1.0,250,none,1022,poststratified,0.3215472147188224,0.16077360735941115
1.0,250,none,1023,raw_frequencies,0.24100000000000005,0.1205
1.0,250,none,1023,rr_debiased,0.35639534137386536,0.1781976706869327
1.0,250,none,1023,poststratified,0.4145548728188439,0.20727743640942192
1.0,250,none,1024,raw_frequencies,0.12900000000000006,0.0645
1.0,250,none,1024,rr_debiased,0.203855800818003,0.10192790040900146
1.0,250,none,1024,poststratified,0.18373737294938314,0.09186868647469154
1.0,250,none,1025,raw_frequencies,0.15300000000000008,0.07650000000000001
1.0,250,none,1025,rr_debiased,0.08910231005763963,0.044551155028819844
1.0,250,none,1025,poststratified,0.07238945866734633,0.03619472933367318
1.0,250,none,1026,raw_frequencies,0.1850000000000001,0.09250000000000003
1.0,250,none,1026,rr_debiased,0.3026278875720496,0.1513139437860248
1.0,250,none,1026,poststratified,0.31254819463815997,0.15627409731907993
1.0,250,none,1027,raw_frequencies,0.3050000000000001,0.15250000000000002
1.0,250,none,1027,rr_debiased,0.3282790682747732,0.16413953413738658
1.0,250,none,1027,poststratified,0.35283080153705343,0.17641540076852674
1.0,250,none,1028,raw_frequencies,0.25700000000000006,0.1285
1.0,250,none,1028,rr_debiased,0.24655813654954611,0.12327906827477308
1.0,250,none,1028,poststratified,0.2614246057042982,0.13071230285214908
1.0,250,none,1029,raw_frequencies,0.16900000000000004,0.08450000000000002
1.0,250,none,1029,rr_debiased,0.181888359853139,0.09094417992656945
1.0,250,none,1029,poststratified,0.17855849074699895,0.08927924537349946
1.0,250,moderate,1000,raw_frequencies,0.16799999999999998,0.08400000000000002
1.0,250,moderate,1000,rr_debiased,0.2917255646774581,0.145862782338729
1.0,250,moderate,1000,poststratified,0.22723814567292633,0.11361907283646316
1.0,250,moderate,1001,raw_frequencies,0.15900000000000003,0.07949999999999996
1.0,250,moderate,1001,rr_debiased,0.5414332778641787,0.27071663893208936
1.0,250,moderate,1001,poststratified,0.5323728170705424,0.26618640853527115
1.0,250,moderate,1002,raw_frequencies,0.19300000000000006,0.09650000000000003
1.0,250,moderate,1002,rr_debiased,0.32336278233872917,0.16168139116936459
1.0,250,moderate,1002,poststratified,0.31886626163478077,0.15943313081739044
1.0,250,moderate,1003,raw_frequencies,0.193,0.09649999999999997
1.0,250,moderate,1003,rr_debiased,0.15868837269009067,0.07934418634504536
1.0,250,moderate,1003,poststratified,0.15148706042388094,0.07574353021194052
1.0,250,moderate,1004,raw_frequencies,0.24000000000000005,0.12000000000000005
1.0,250,moderate,1004,rr_debiased,0.3795953285369135,0.18979766426845673
1.0,250,moderate,1004,poststratified,0.3802509574115205,0.19012547870576027
1.0,250,moderate,1005,raw_frequencies,0.25600000000000006,0.12800000000000006
1.0,250,moderate,1005,rr_debiased,0.4235302104666412,0.21176510523332054
1.0,250,moderate,1005,poststratified,0.3430688805272376,0.17153444026361883
1.0,250,moderate,1006,raw_frequencies,0.12100000000000005,0.0605
1.0,250,moderate,1006,rr_debiased,0.17697207391709502,0.08848603695854756
1.0,250,moderate,1006,poststratified,0.14206476681146663,0.0710323834057333
1.0,250,moderate,1007,raw_frequencies,0.1610000000000001,0.08050000000000002
1.0,250,moderate,1007,rr_debiased,0.10492091888827526,0.052460459444137575
1.0,250,moderate,1007,poststratified,0.11292403631235143,0.056462018156175686
1.0,250,moderate,1008,raw_frequencies,0.15300000000000008,0.07650000000000001
1.0,250,moderate,1008,rr_debiased,0.11598603695854753,0.05799301847927374
1.0,250,moderate,1008,poststratified,0.01656951753234412,0.008284758766172046
1.0,250,moderate,1009,raw_frequencies,0.2730000000000001,0.1365
1.0,250,moderate,1009,rr_debiased,0.33442790040900156,0.1672139502045008
1.0,250,moderate,1009,poststratified,0.32177610160259223,0.16088805080129615
1.0,250,moderate,1010,raw_frequencies,0.256,0.12800000000000006
1.0,250,moderate,1010,rr_debiased,0.40033022330359297,0.20016511165179657
1.0,250,moderate,1010,poststratified,0.24679397175440845,0.12339698587720427
1.0,250,moderate,1011,raw_frequencies,0.1770000000000001,0.08850000000000002
1.0,250,moderate,1011,rr_debiased,0.023199987163048108,0.011599993581524082
1.0,250,moderate,1011,poststratified,0.025045562879727312,0.012522781439863628
1.0,250,moderate,1012,raw_frequencies,0.13700000000000007,0.0685
1.0,250,moderate,1012,rr_debiased,0.15992091888827525,0.0799604594441376
1.0,250,moderate,1012,poststratified,0.1465393269817743,0.07326966349088715
1.0,250,moderate,1013,raw_frequencies,0.35300000000000004,0.1765
1.0,250,moderate,1013,rr_debiased,0.4600837140639561,0.230041857031978
1.0,250,moderate,1013,poststratified,0.47386015910822843,0.23693007955411421
1.0,250,moderate,1014,raw_frequencies,0.22500000000000003,0.11249999999999999
1.0,250,moderate,1014,rr_debiased,0.13672093172522687,0.06836046586261346
1.0,250,moderate,1014,poststratified,0.06701599616597473,0.033507998082987295
1.0,250,moderate,1015,raw_frequencies,0.16000000000000003,0.08000000000000002
1.0,250,moderate,1015,rr_debiased,0.2258232417828667,0.1129116208914333
1.0,250,moderate,1015,poststratified,0.10511927913908867,0.052559639569544375
1.0,250,moderate,1016,raw_frequencies,0.2250000000000001,0.11249999999999999
1.0,250,moderate,1016,rr_debiased,0.10860465862613478,0.05430232931306739
1.0,250,moderate,1016,poststratified,0.1311576706105072,0.0655788353052536
1.0,250,moderate,1017,raw_frequencies,0.13700000000000007,0.0685
1.0,250,moderate,1017,rr_debiased,0.18188835985313917,0.09094417992656956
1.0,250,moderate,1017,poststratified,0.20996397773030123,0.10498198886515059
1.0,250,moderate,1018,raw_frequencies,0.264,0.13200000000000006
1.0,250,moderate,1018,rr_debiased,0.4222976642684569,0.21114883213422844
1.0,250,moderate,1018,poststratified,0.3917785922443484,0.1958892961221742
1.0,250,moderate,1019,raw_frequencies,0.21700000000000003,0.10849999999999999
1.0,250,moderate,1019,rr_debiased,0.22459069558468223,0.11229534779234113
1.0,250,moderate,1019,poststratified,0.13074486657984102,0.06537243328992054
1.0,250,moderate,1020,raw_frequencies,0.192,0.09600000000000003
1.0,250,moderate,1020,rr_debiased,0.37959532853691347,0.18979766426845673
1.0,250,moderate,1020,poststratified,0.2525186384170981,0.126259319208549
1.0,250,moderate,1021,raw_frequencies,0.20900000000000002,0.10449999999999998
1.0,250,moderate,1021,rr_debiased,0.13672093172522687,0.06836046586261346
1.0,250,moderate,1021,poststratified,0.06297900343816212,0.0314895017190811
1.0,250,moderate,1022,raw_frequencies,0.16900000000000004,0.08450000000000002
1.0,250,moderate,1022,rr_debiased,0.17082324178286667,0.08541162089143328
1.0,250,moderate,1022,poststratified,0.3570017444653423,0.1785008722326712
1.0,250,moderate,1023,raw_frequencies,0.21700000000000003,0.10849999999999999
1.0,250,moderate,1023,rr_debiased,0.20262325461981837,0.10131162730990922
1.0,250,moderate,1023,poststratified,0.16502088592861158,0.08251044296430582
1.0,250,moderate,1024,raw_frequencies,0.1610000000000001,0.08050000000000002
1.0,250,moderate,1024,rr_debiased,0.13795347792341145,0.0689767389617057
1.0,250,moderate,1024,poststratified,0.08361420295870067,0.041807101479350295
1.0,250,moderate,1025,raw_frequencies,0.13700000000000007,0.0685
1.0,250,moderate,1025,rr_debiased,0.13303719198736735,0.0665185959936837
1.0,250,moderate,1025,poststratified,0.11717558181862534,0.0585877909093126
1.0,250,moderate,1026,raw_frequencies,0.12900000000000006,0.0645
1.0,250,moderate,1026,rr_debiased,0.15992091888827528,0.0799604594441376
